datetime,storage,elevation,outflow,inflow,evap
2000-11-05,574.799,425.57,3.33619834148928,1.72958677394688,0.027768594994559997
2000-11-06,573.508,425.42,3.61388429143488,2.3504132191824,0.027768594994559997
2000-11-07,573.508,425.42,3.5583471014457597,3.58611569644032,0.027768594994559997
2000-11-08,572.475,425.3,3.82016528282304,2.81454544980576,0.027768594994559997
2000-11-09,572.303,425.28,3.82611569603616,3.6813223078502397,0.027768594994559997
2000-11-10,572.131,425.26,3.8816528860252797,3.73685949783936,0.027768594994559997
2000-11-11,572.819,425.34,3.9272727206591997,4.64330577730464,0.027768594994559997
2000-11-12,571.442,425.18,3.95305784458272,2.60429751627552,0.027768594994559997
2000-11-13,572.475,425.3,3.89950412566464,4.96066114867104,0.027768594994559997
2000-11-14,574.197,425.5,4.42115701734816,6.17057850200544,0.027768594994559997
2000-11-15,574.971,425.59,3.69123966320544,4.4925619759056,0.027768594994559997
2000-11-16,574.885,425.58,4.82181817369824,4.7642975126380795,0.027768594994559997
2000-11-17,575.057,425.6,5.0677685865072,5.26809916468224,0.027768594994559997
2000-11-18,575.66,425.67,5.2522313961139195,5.88297519670464,0.027768594994559997
2000-11-19,575.401,425.64,5.2462809829007995,5.01421486758912,0.027768594994559997
2000-11-20,574.541,425.54,5.01024792544704,4.17719007561024,0.027768594994559997
2000-11-21,573.766,425.45,4.95272726438688,4.2049586706048,0.027768594994559997
2000-11-22,573.508,425.42,5.06380164436512,4.83371900012448,0.027768594994559997
2000-11-23,572.131,425.26,4.68495866979648,3.33619834148928,0.027768594994559997
2000-11-24,569.125,424.91,5.2760330489664,2.28694214490912,0.01785123963936
2000-11-25,566.138,424.56,5.2522313961139195,2.28297520276704,0.01785123963936
2000-11-26,563.579,424.26,5.01619833866016,2.47537189665792,0.01785123963936
2000-11-27,561.787,424.05,5.11933883435424,3.34611569684448,0.01785123963936
2000-11-28,561.531,424.02,5.10545453685696,4.8495867686928,0.0
2000-11-29,561.531,424.02,4.97256197509728,4.97256197509728,0.0
2000-11-30,560.853,423.94,5.04198346258368,4.363636356288,0.0
2000-12-01,560.43,423.89,5.02214875187328,4.5996694137417595,0.0
2000-12-02,559.922,423.83,4.96264461974208,4.4727272651952,0.01785123963936
2000-12-03,559.077,423.73,5.04595040472576,4.21884296810208,0.01785123963936
2000-12-04,557.893,423.59,5.75603304815808,4.58975205838656,0.01785123963936
2000-12-05,557.47,423.54,4.91504131403712,4.4925619759056,0.0
2000-12-06,557.47,423.54,5.3355371810976,5.3355371810976,0.0
2000-12-07,557.808,423.58,4.7801652812064,5.25818180932704,0.14082644604384
2000-12-08,557.047,423.49,4.76628098370912,4.1454545384736,0.14082644604384
2000-12-09,555.186,423.27,4.40528924877984,2.68561983018816,0.14082644604384
2000-12-10,553.072,423.02,5.09157023935968,3.11801652367488,0.14082644604384
2000-12-11,552.735,422.98,5.02214875187328,4.82578511584032,0.14082644604384
2000-12-12,554.764,423.22,5.11933883435424,7.14842974002816,0.0
2000-12-13,555.44,423.3,4.82578511584032,5.50214875106496,0.0
2000-12-14,555.44,423.3,4.859504124048,4.859504124048,0.0
2000-12-15,556.032,423.37,5.0023140411628795,5.5933884203328,0.0
2000-12-16,555.525,423.31,4.87735536368736,4.36958676950112,0.0
2000-12-17,553.495,423.07,5.05586776008096,3.0267768544070397,0.0
2000-12-18,553.58,423.08,4.77818181013536,4.86347106619008,0.0
2000-12-19,554.341,423.17,5.27206610682432,6.03371899810368,0.0
2000-12-20,553.41,423.06,5.13123966078048,4.21685949703104,0.01586776856832
2000-12-21,552.4,422.94,5.04991734686784,4.0561983402768,0.01586776856832
2000-12-22,550.64,422.73,5.51206610642016,3.768595034976,0.01586776856832
2000-12-23,548.461,422.47,4.96066114867104,2.7966942101664,0.01586776856832
2000-12-24,547.12,422.31,5.04595040472576,3.7209917292710397,0.01586776856832
2000-12-25,546.031,422.18,4.5937190005286395,3.50479338252768,0.0
2000-12-26,543.692,421.9,5.42876032143648,3.09024792868032,0.0
2000-12-27,541.532,421.64,5.4961983378518395,3.33619834148928,0.0
2000-12-28,540.203,421.48,4.69289255408064,3.36396693648384,0.0
2000-12-29,539.622,421.41,4.77421486799328,4.1930578441785595,0.0
2000-12-30,535.97,420.97,5.59140494926176,1.9398347074771198,0.0
2000-12-31,532.925,420.6,4.85553718190592,1.81090908785952,0.0
2001-01-01,531.032,420.37,4.96264461974208,3.0704132179699197,0.0
2001-01-02,528.234,420.03,5.4902479246387195,2.69157024340128,0.0
2001-01-03,526.193,419.78,5.10347106578592,3.06247933368576,0.0
2001-01-04,523.584,419.46,4.98644627259456,2.3781818141769597,0.0
2001-01-05,522.117,419.28,4.13355371204736,2.6657851194777598,0.0
2001-01-06,520.242,419.05,4.18115701775232,2.30677685561952,0.0
2001-01-07,518.057,418.78,4.1890909020364795,2.0033057817504,0.0
2001-01-08,515.1,418.41,5.35735536287904,2.36826445882176,0.0
2001-01-09,511.275,417.94,5.96826445275936,2.1758677649308797,0.0
2001-01-10,508.794,417.63,6.28165288198368,3.9074380099488,0.10710743783616
2001-01-11,507.833,417.51,6.01388428739328,5.079669412933439,0.02578512392352
2001-01-12,505.592,417.23,5.88297519670464,3.6892561921344,0.04760330570496
2001-01-13,502.72,416.87,5.0856198261465595,2.29289255812224,0.0793388428416
2001-01-14,500.104,416.54,4.94082643796064,2.41388429345568,0.0892561981968
2001-01-15,498.042,416.28,4.01454544778496,1.9834710710399999,0.03173553713664
2001-01-16,495.981,416.02,4.09388429062656,2.30677685561952,0.27371900780352
2001-01-17,493.623,415.72,4.71272726479104,2.35438016132448,0.0
2001-01-18,492.366,415.56,4.3239669348672,3.06644627582784,0.0
2001-01-19,491.581,415.46,3.13586776331424,2.3504132191824,0.0
2001-01-20,491.188,415.41,3.3520661100575997,3.0545454494016,0.09520661140992
2001-01-21,489.696,415.22,3.79041321675744,2.36628098775072,0.06743801641536
2001-01-22,489.774,415.23,3.16561982937984,3.41553718433088,0.17256198318048
2001-01-23,490.167,415.28,2.86214875551072,3.30644627542368,0.05157024784704
2001-01-24,491.502,415.45,2.96727272227584,4.30214875308576,0.0
2001-01-25,492.759,415.61,3.36793387862592,4.62545453766528,0.0
2001-01-26,494.88,415.88,2.51702478914976,4.63735536409152,0.0
2001-01-27,495.901,416.01,2.40396693810048,3.42545453968608,0.0
2001-01-28,494.408,415.82,3.40760330004672,1.9398347074771198,0.02578512392352
2001-01-29,493.859,415.75,3.06247933368576,2.51305784700768,0.0
2001-01-30,492.837,415.62,3.22314049044,2.2175206574227198,0.01586776856832
2001-01-31,491.816,415.49,3.21719007722688,2.2115702442096,0.01586776856832
2001-02-01,490.874,415.37,3.24099173007936,2.31471073990368,0.01586776856832
2001-02-02,488.832,415.11,3.73289255569728,1.70776859216544,0.01586776856832
2001-02-03,487.19,414.9,3.0942148708224,1.4677685925696,0.01586776856832
2001-02-04,485.79,414.72,3.16561982937984,1.79702479036224,0.03173553713664
2001-02-05,484.311,414.53,3.21719007722688,1.75338842679936,0.01586776856832
2001-02-06,483.689,414.45,2.9553718958496,2.34842974811136,0.01586776856832
2001-02-07,482.444,414.29,3.8796694149542397,2.68165288804608,0.04760330570496
2001-02-08,481.588,414.18,2.71933883839584,1.9140495835536,0.05157024784704
2001-02-09,480.966,414.1,2.61024792948864,2.03900826102912,0.05157024784704
2001-02-10,482.755,414.33,2.776859499456,4.61752065338112,0.05157024784704
2001-02-11,486.801,414.85,2.36628098775072,6.41256197267232,0.0
2001-02-12,489.068,415.14,3.28462809364224,5.55173552784096,0.0
2001-02-13,491.11,415.4,2.60628098734656,4.64727271944672,0.0
2001-02-14,491.345,415.43,2.96132230906272,3.22710743258208,0.03173553713664
2001-02-15,491.895,415.5,2.88198346622112,3.46314049003584,0.03173553713664
2001-02-16,492.366,415.56,3.4909090850304,3.98280991064832,0.02181818178144
2001-02-17,492.209,415.54,2.94347106942336,2.8284297473030398,0.041652892491839996
2001-02-18,492.131,415.53,3.0704132179699197,3.0148760279808,0.02181818178144
2001-02-19,493.387,415.69,2.75900825981664,4.01454544778496,0.0
2001-02-20,496.773,416.12,3.16165288723776,6.5474380055030394,0.0
2001-02-21,499.787,416.5,3.06049586261472,6.07537189059552,0.0
2001-02-22,503.911,417.02,2.93355371406816,7.10479337646528,0.04760330570496
2001-02-23,509.194,417.68,3.19735536651648,8.479338828696,0.0
2001-02-24,514.421,418.33,2.42380164881088,7.65024792100128,0.0
2001-02-25,519.026,418.9,2.78082644159808,7.38644626855296,0.0
2001-02-26,522.28,419.3,2.55471073949952,5.86314048599424,0.05355371891808
2001-02-27,523.911,419.5,3.37388429183904,5.03206610722848,0.027768594994559997
2001-02-28,524.563,419.58,3.40363635790464,4.14942148061568,0.09322314033888
2001-03-01,524.807,419.61,3.74479338212352,4.04429751385056,0.055537189989119995
2001-03-02,526.03,419.76,3.3560330521996797,4.62942147980736,0.049586776776
2001-03-03,528.399,420.05,2.71338842518272,5.0975206525728,0.01586776856832
2001-03-04,531.361,420.41,2.81851239194784,5.86314048599424,0.08330578498367999
2001-03-05,537.795,421.19,2.9553718958496,9.4512396535056,0.06148760320224
2001-03-06,542.695,421.78,2.3999999959584,7.31504130999552,0.01586776856832
2001-03-07,545.612,422.13,3.3957024736204797,6.347107427328,0.03371900820768
2001-03-08,547.874,422.4,3.62380164679008,5.92462808919648,0.0396694214208
2001-03-09,550.389,422.7,3.2628099118608,5.811570238147199,0.03371900820768
2001-03-10,552.4,422.94,3.36396693648384,5.402975197512959,0.027768594994559997
2001-03-11,554.848,423.23,2.79074379695328,5.27801652003744,0.0396694214208
2001-03-12,556.878,423.47,2.99702478834144,5.11140495007008,0.08528925605472
2001-03-13,556.878,423.47,3.8023140431836797,3.8578512331728,0.055537189989119995
2001-03-14,557.639,423.56,3.2429752011504,4.0561983402768,0.05157024784704
2001-03-15,559.33,423.76,2.9355371851392,4.70677685157792,0.0793388428416
2001-03-16,561.106,423.97,2.9077685901446397,4.71669420693312,0.03371900820768
2001-03-17,561.36,424.0,3.0347107386912,3.35008263898656,0.06148760320224
2001-03-18,561.531,424.02,3.08628098653824,3.3123966886367997,0.055537189989119995
2001-03-19,562.128,424.09,3.65553718392672,4.30809916629888,0.055537189989119995
2001-03-20,564.176,424.33,3.2429752011504,5.35933883395008,0.06743801641536
2001-03-21,567.333,424.7,3.3599999943417598,6.5851239558528,0.06743801641536
2001-03-22,570.323,425.05,2.7471074333903998,5.79371899850784,0.057520661060159996
2001-03-23,572.389,425.29,3.0644628047568,5.20462809040896,0.07338842962848
2001-03-24,575.057,425.6,3.18743801116128,5.91272726277024,0.057520661060159996
2001-03-25,580.062,426.18,3.57818181215616,8.58247932439008,0.0
2001-03-26,585.53,426.81,3.5186776800249597,9.05057849715552,0.06347107427328
2001-03-27,588.492,427.15,3.2826446225712,6.3074380059071995,0.06347107427328
2001-03-28,592.43,427.6,3.05652892047264,7.0512396575472,0.057520661060159996
2001-03-29,596.283,428.04,2.9851239619152,6.91438015364544,0.07537190069952
2001-03-30,599.371,428.39,3.05851239154368,6.25190081591808,0.10512396676512
2001-03-31,602.195,428.71,3.58809916751136,6.49388428658496,0.08132231391264
2001-04-01,604.401,428.96,3.38380164719424,5.67074379210336,0.08132231391264
2001-04-02,606.533,429.2,3.75074379533664,5.96429751061728,0.08132231391264
2001-04-03,608.49,429.42,3.82611569603616,5.84925618849696,0.06545454534431999
2001-04-04,608.846,429.46,4.42710743056128,4.84760329762176,0.06545454534431999
2001-04-05,608.49,429.42,4.29818181094368,4.01454544778496,0.07140495855744
2001-04-06,609.202,429.5,4.25057850523872,5.04991734686784,0.08727272712576
2001-04-07,610.625,429.66,3.5206611510959998,4.97256197509728,0.0297520660656
2001-04-08,611.604,429.77,3.25685949864768,4.23669420774144,0.0
2001-04-09,612.494,429.87,3.24099173007936,4.17322313346816,0.041652892491839996
2001-04-10,612.405,429.86,3.2310743747241597,3.2132231350848,0.07140495855744
2001-04-11,612.938,429.92,3.44330577932544,4.07206610884512,0.09520661140992
2001-04-12,613.116,429.94,3.05256197833056,3.2310743747241597,0.0
2001-04-13,613.116,429.94,4.01057850564288,4.07008263777408,0.0595041321312
2001-04-14,613.561,429.99,3.06247933368576,3.56628098572992,0.0595041321312
2001-04-15,613.383,429.97,3.22710743258208,3.1140495815327998,0.06545454534431999
2001-04-16,613.205,429.95,3.62380164679008,3.5166942089539197,0.07140495855744
2001-04-17,614.457,430.09,3.13983470545632,4.47471073626624,0.08330578498367999
2001-04-18,616.34,430.3,3.02280991226496,4.9884297436656,0.08330578498367999
2001-04-19,618.402,430.53,3.4770247875331197,5.53983470141472,0.0
2001-04-20,622.887,431.03,5.0380165204416,9.52264461206304,0.0
2001-04-21,627.585,431.55,3.7983471010415997,8.49719006833536,0.0
2001-04-22,631.29,431.96,2.91966941657088,6.67834709619168,0.05355371891808
2001-04-23,635.11,432.38,3.30446280435264,7.196033045733119,0.07140495855744
2001-04-24,638.842,432.79,3.6813223078502397,7.49950411960224,0.08528925605472
2001-04-25,644.147,433.37,3.31041321756576,8.70148758865248,0.08528925605472
2001-04-26,650.017,434.01,3.09223139975136,9.08826444750528,0.12694214854656
2001-04-27,656.67,434.73,3.04859503618848,9.79239667772448,0.09123966926784
2001-04-28,661.399,435.24,3.2727272672159997,8.09851238305632,0.09719008248095999
2001-04-29,664.377,435.56,3.2132231350848,6.26380164234432,0.07338842962848
2001-04-30,667.541,435.9,3.1438016475984,6.41256197267232,0.10512396676512
2001-05-01,672.877,436.47,3.2429752011504,8.695537175439359,0.11702479319136
2001-05-02,677.376,436.95,3.2330578457951997,7.88628097845504,0.15471074354112
2001-05-03,681.432,437.38,3.2826446225712,7.49355370638912,0.15471074354112
2001-05-04,683.32,437.58,3.70314048963168,5.7401652795897595,0.14876033032799998
2001-05-05,684.83,437.74,3.66545453928192,5.323636354671359,0.14876033032799998
2001-05-06,686.623,437.93,3.3818181761232,5.29388428860576,0.1190082642624
2001-05-07,688.044,438.08,3.93322313387232,5.504132222136,0.15074380139904
2001-05-08,691.561,438.45,3.9272727206591997,7.58876031779904,0.14479338818592
2001-05-09,696.124,438.93,3.818181811752,8.5190082501168,0.1388429749728
2001-05-10,699.182,439.25,3.3540495811286397,6.595041311208,0.18247933853568
2001-05-11,701.287,439.47,3.4373553661123197,5.70049585816896,0.1586776856832
2001-05-12,703.297,439.68,3.70314048963168,5.85719007278112,0.14479338818592
2001-05-13,704.637,439.82,4.07404957991616,5.4961983378518395,0.08132231391264
2001-05-14,705.116,439.87,4.14743800954464,4.7008264383648,0.07537190069952
2001-05-15,706.073,439.97,4.1930578441785595,5.21256197469312,0.06347107427328
2001-05-16,707.227,440.09,4.55801652124992,5.82743800671552,0.11504132212031999
2001-05-17,708.191,440.19,3.87173553067008,4.95074379331584,0.11504132212031999
2001-05-18,709.154,440.29,3.87570247281216,4.9785123883104,0.1388429749728
2001-05-19,709.154,440.29,3.8082644563968,3.9609917288668797,0.15272727247008
2001-05-20,708.865,440.26,4.3477685877196794,4.23669420774144,0.1785123963936
2001-05-21,708.672,440.24,4.90512395868192,4.87140495047424,0.1586776856832
2001-05-22,709.058,440.28,4.17719007561024,4.72264462014624,0.1586776856832
2001-05-23,708.769,440.25,4.2446280920256,4.11371900133696,0.1586776856832
2001-05-24,709.251,440.3,4.56595040553408,5.2760330489664,0.2280991731696
2001-05-25,708.672,440.24,4.52429751304224,4.14148759633152,0.19636363603296
2001-05-26,708.576,440.23,3.17553718473504,3.1953718954454398,0.11504132212031999
2001-05-27,706.649,440.03,3.89950412566464,2.1738842938598397,0.20231404924607999
2001-05-28,702.34,439.58,6.01388428739328,1.9140495835536,0.2082644624592
2001-05-29,698.416,439.17,5.4109090817971195,1.6958677657392,0.2082644624592
2001-05-30,696.98,439.02,5.7342148663766395,4.3933884223536,0.09520661140992
2001-05-31,695.839,438.9,5.27999999110848,4.31603305058304,0.17652892532255998
2001-06-01,694.128,438.72,5.1649586689881595,3.6297520600032,0.17652892532255998
2001-06-02,689.755,438.26,6.74975205474912,2.52694214450496,0.15074380139904
2001-06-03,684.83,437.74,6.50975205515328,1.73355371608896,0.14876033032799998
2001-06-04,678.883,437.11,7.090909078968,1.26148760118144,0.11702479319136
2001-06-05,674.377,436.63,6.708099162257279,2.31272726883264,0.11107437997823999
2001-06-06,669.784,436.14,6.380826435535679,1.94776859176128,0.16066115675424
2001-06-07,665.028,435.63,7.01752064933952,2.44561983059232,0.18446280960671999
2001-06-08,660.375,435.13,6.50380164194016,2.03504131888704,0.18446280960671999
2001-06-09,656.578,434.72,6.17256197307648,2.59041321877824,0.21421487567232
2001-06-10,652.143,434.24,6.01586775846432,1.7395041293020799,0.1586776856832
2001-06-11,648.183,433.81,4.87140495047424,1.0710743783616,0.1586776856832
2001-06-12,645.34,433.5,4.7206611490752,2.0231404924608,0.14479338818592
2001-06-13,642.221,433.16,5.10347106578592,2.18380164921504,0.198347107104
2001-06-14,639.935,432.91,4.15140495168672,2.0628099138816,0.198347107104
2001-06-15,637.659,432.66,4.30214875308576,2.18380164921504,0.15669421461216
2001-06-16,634.928,432.36,4.34181817450656,1.7791735507228799,0.1685950410384
2001-06-17,631.38,431.97,4.69884296729376,1.33685950188096,0.18644628067776
2001-06-18,628.94,431.59,4.56793387660512,1.30115702260224,0.16661156996735998
2001-06-19,626.501,431.43,4.79801652084576,3.54247933287744,0.19041322281984
2001-06-20,624.604,431.22,4.77619833906432,3.0704132179699197,0.19041322281984
2001-06-21,621.271,430.85,5.6132231310432,2.45355371487648,0.17256198318048
2001-06-22,618.223,430.51,5.7361983374476795,2.88396693729216,0.19636363603296
2001-06-23,614.816,430.13,6.00595040310912,2.76892561517184,0.17057851210944
2001-06-24,610.003,429.59,5.646942139250879,0.9500826430281599,0.11702479319136
2001-06-25,605.635,429.02,5.75008263494496,0.8191735523395199,0.14082644604384
2001-06-26,601.268,428.55,5.64495866817984,1.50148760077728,0.00595041321312
2001-06-27,596.901,428.11,5.82743800671552,1.99735536853728,0.05157024784704
2001-06-28,593.042,427.67,5.78380164315264,1.9933884263952,0.0694214874864
2001-06-29,589.017,427.21,5.8175206513603195,1.95570247604544,0.16264462782528
2001-06-30,586.051,426.87,4.80396693405888,1.9834710710399999,0.14479338818592
2001-07-01,582.666,426.48,4.8436363554796795,1.60264462540032,0.14479338818592
2001-07-02,579.455,426.11,4.89520660332672,1.87239669106176,0.1884297517488
2001-07-03,577.811,425.92,4.84760329762176,3.4790082586041597,0.27570247887456
2001-07-04,575.918,425.7,5.2264462721904,3.67140495249504,0.3371900820768
2001-07-05,572.992,425.36,4.70677685157792,1.9001652860563198,0.1190082642624
2001-07-06,570.151,425.03,5.27008263575328,2.628099169128,0.198347107104
2001-07-07,567.674,424.74,4.49454544697664,2.1758677649308797,0.1586776856832
2001-07-08,564.773,424.4,4.9487603222448,2.26710743419872,0.22016528888543999
2001-07-09,560.514,423.9,5.19867767719584,1.09289256014304,0.15272727247008
2001-07-10,557.385,423.53,4.7801652812064,1.79107437714912,0.14082644604384
2001-07-11,554.256,423.16,4.5223140419712,1.50545454291936,0.11305785104928
2001-07-12,550.64,422.73,4.98446280152352,1.48561983220896,0.11702479319136
2001-07-13,546.869,422.28,5.31173552824512,1.67404958395776,0.13289256175968
2001-07-14,543.941,421.93,4.62743800873632,1.8446280960672,0.14479338818592
2001-07-15,540.037,421.46,4.96462809081312,1.18214875833984,0.12099173533344
2001-07-16,535.888,420.96,5.0062809833049595,0.98975206444896,0.13289256175968
2001-07-17,532.514,420.55,5.1867768507696,1.9219834678377599,0.1090909089072
2001-07-18,529.057,420.13,4.82181817369824,1.4737190057827199,0.1090909089072
2001-07-19,526.03,419.76,4.83371900012448,1.91603305462464,0.1090909089072
2001-07-20,523.095,419.4,4.86545453726112,2.03900826102912,0.1090909089072
2001-07-21,520.16,419.04,4.70876032264896,1.92991735212192,0.15669421461216
2001-07-22,517.249,418.68,4.6314049508784,1.82876032749888,0.1090909089072
2001-07-23,513.613,418.23,5.02413222294432,1.51140495613248,0.12297520640448
2001-07-24,510.634,417.86,4.81785123155616,1.9834710710399999,0.14479338818592
2001-07-25,507.593,417.48,5.03603304937056,2.14016528565216,0.14479338818592
2001-07-26,504.231,417.06,4.809917347272,1.55900826183744,0.11107437997823999
2001-07-27,501.372,416.7,4.61355371123904,1.8942148728432,0.1388429749728
2001-07-28,498.439,416.33,4.72264462014624,1.93785123640608,0.14876033032799998
2001-07-29,494.722,415.86,4.99041321473664,1.42611570007776,0.15272727247008
2001-07-30,491.502,415.45,4.5976859426707195,1.50347107184832,0.12495867747552
2001-07-31,488.91,415.12,4.4330578437743995,1.94578512069024,0.10512396676512
2001-08-01,486.723,414.84,3.4393388371833598,1.35669421259136,0.10512396676512
2001-08-02,484.156,414.51,4.15338842275776,1.7375206582310398,0.15074380139904
2001-08-03,482.289,414.27,3.570247927872,1.8386776828540798,0.13487603283072
2001-08-04,480.188,414.0,3.95504131565376,1.99933883960832,0.14479338818592
2001-08-05,477.799,413.69,3.65752065499776,1.4142148736515199,0.14479338818592
2001-08-06,475.642,413.41,3.42347106861504,1.41024793150944,0.14280991711488
2001-08-07,473.485,413.13,3.6892561921344,1.65024793110528,0.11702479319136
2001-08-08,472.637,413.02,3.55239668823264,2.8264462762319997,0.12297520640448
2001-08-09,471.491,412.87,3.71504131605792,2.69157024340128,0.12297520640448
2001-08-10,469.736,412.64,3.83206610924928,2.21355371528064,0.13685950390176
2001-08-11,467.981,412.41,3.6991735474896,2.04099173210016,0.09719008248095999
2001-08-12,465.844,412.13,3.48892561395936,1.46975206364064,0.11702479319136
2001-08-13,463.492,411.82,3.53256197752224,1.28132231189184,0.10115702462303999
2001-08-14,461.83,411.6,3.53454544859328,2.06876032709472,0.19636363603296
2001-08-15,459.261,411.26,4.09983470383968,1.6462809889632,0.11504132212031999
2001-08-16,457.447,411.02,3.3599999943417598,1.685950410384,0.14082644604384
2001-08-17,455.875,410.81,3.49685949824352,2.06479338495264,0.14082644604384
2001-08-18,454.528,410.63,3.67338842356608,2.49123966522624,0.16462809889632
2001-08-19,452.508,410.36,3.6773553657081597,1.78314049286496,0.12495867747552
2001-08-20,449.89,410.01,4.08396693527136,1.59867768325824,0.13289256175968
2001-08-21,448.26,409.79,3.2350413168662397,1.70380165002336,0.099173553552
2001-08-22,447.224,409.65,2.76495867302976,1.8188429721436798,0.0892561981968
2001-08-23,444.484,409.28,4.23272726559936,1.5669421461216,0.07338842962848
2001-08-24,442.559,409.02,3.5305785064512,1.66809917074464,0.06347107427328
2001-08-25,440.727,408.77,3.77057850604704,2.02512396353184,0.08727272712576
2001-08-26,438.823,408.51,3.74082643998144,1.9239669389087999,0.08727272712576
2001-08-27,437.066,408.27,3.7170247871289597,2.0628099138816,0.10314049569408
2001-08-28,435.968,408.12,3.69719007641856,2.72528925160896,0.12694214854656
2001-08-29,434.075,407.86,3.5980165228665597,1.81685950107264,0.11107437997823999
2001-08-30,432.699,407.67,3.29454544899744,2.00925619496352,0.09123966926784
2001-08-31,430.527,407.37,4.03834710063744,1.94776859176128,0.08132231391264
2001-09-01,428.861,407.14,3.45322313468064,1.86842974891968,0.08132231391264
2001-09-02,426.916,406.87,3.5008264403856,1.6799999971708799,0.12495867747552
2001-09-03,424.982,406.6,3.58809916751136,1.7791735507228799,0.12495867747552
2001-09-04,422.619,406.27,3.66148759713984,1.4142148736515199,0.11504132212031999
2001-09-05,420.331,405.95,3.5404958618064,1.36661156794656,0.11504132212031999
2001-09-06,418.349,405.67,3.58413222536928,1.70776859216544,0.10512396676512
2001-09-07,416.366,405.39,3.7090909028448,1.8446280960672,0.1190082642624
2001-09-08,413.888,405.04,3.75669420854976,1.38247933651488,0.10314049569408
2001-09-09,411.435,404.69,3.63173553107424,1.2912396672470399,0.11305785104928
2001-09-10,408.985,404.34,3.71107437391584,1.36462809687552,0.10314049569408
2001-09-11,407.095,404.07,3.5226446221670398,1.69388429466816,0.06148760320224
2001-09-12,405.083,403.78,3.65553718392672,1.72363636073376,0.0793388428416
2001-09-13,402.523,403.41,3.75471073747872,1.27735536974976,0.08330578498367999
2001-09-14,401.416,403.25,2.67966941697504,1.6561983443183999,0.08330578498367999
2001-09-15,399.755,403.01,3.29851239113952,1.68991735252608,0.05157024784704
2001-09-16,397.634,402.7,3.53652891966432,1.52132231148768,0.10512396676512
2001-09-17,395.104,402.33,4.3438016455776,1.9140495835536,0.10115702462303999
2001-09-18,393.736,402.13,3.99867767921664,2.72528925160896,0.09520661140992
2001-09-19,392.441,401.94,3.50677685359872,2.2571900788435197,0.04561983463392
2001-09-20,390.481,401.65,3.3818181761232,1.5133884272035198,0.09123966926784
2001-09-21,388.994,401.43,3.40958677111776,1.9854545421110399,0.06347107427328
2001-09-22,386.426,401.05,3.7388429689104,1.23371900618688,0.06347107427328
2001-09-23,383.35,400.59,4.0363636295664,1.04528925443808,0.08528925605472
2001-09-24,381.146,400.26,3.28462809364224,1.17421487405568,0.09322314033888
2001-09-25,378.816,399.91,3.54446280394848,1.29322313831808,0.0793388428416
