datetime,FOL_INFLOW_CFS,FOL_OUTFLOW_CFS,FOL_STORAGE_AF,FOL_EVAP_CFS,FOL_TOC STO_AF,FOL_RES ELE_FEET
2016-02-02,7328,967,558062,0,577000,423.61
2016-02-03,6184,856,568613,9,577000,424.85
2016-02-04,5271,1010,577037,14,577000,425.83
2016-02-05,5142,1385,584489,0,577000,426.69
2016-02-06,4722,1407,591029,18,577000,427.44
2016-02-07,4308,1822,595930,15,577000,428.00
2016-02-08,4483,2285,600254,18,578290,428.49
2016-02-09,4127,1427,605555,27,579789,429.09
2016-02-10,3719,3070,606800,21,581487,429.23
2016-02-11,3871,3091,608312,18,583374,429.40
2016-02-12,3800,2777,610270,36,585443,429.62
2016-02-13,3715,2878,611871,30,587685,429.80
2016-02-14,3455,3278,612138,42,590072,429.83
2016-02-15,3398,2842,613205,18,592634,429.95
2016-02-16,4012,2769,615623,24,595346,430.22
2016-02-17,4666,3145,618581,30,595532,430.55
2016-02-18,6055,2645,625327,9,594088,431.30
2016-02-19,5218,3293,629121,12,596429,431.72
2016-02-20,4191,3310,630838,15,599200,431.91
2016-02-21,3819,2880,632652,24,602151,432.11
2016-02-22,4046,3370,633927,33,605282,432.25
2016-02-23,3984,6978,627947,21,608548,431.59
2016-02-24,4237,6895,622616,30,611942,431.00
2016-02-25,3634,6768,616340,30,615459,430.30
2016-02-26,3091,5452,611604,27,619092,429.77
2016-02-27,3232,4595,608846,27,622836,429.46
2016-02-28,2998,4591,605644,21,626684,429.10
2016-02-29,3759,3769,605555,35,629381,429.09
2016-03-01,3456,3288,605822,33,631762,429.12
2016-03-02,3218,3004,606177,35,634143,429.16
2016-03-03,4200,3013,608490,21,636524,429.42
2016-03-04,4856,3510,611159,0,635192,429.72
2016-03-05,10058,3872,623429,0,624657,431.09
2016-03-06,25932,4208,666518,0,613893,435.79
2016-03-07,23005,7164,697938,0,609971,439.12
2016-03-08,12817,11991,699565,6,613879,439.29
2016-03-09,9276,14544,689090,13,617048,438.19
2016-03-10,9078,14842,677658,0,620031,436.98
2016-03-11,11756,15300,670628,0,612145,436.23
2016-03-12,14795,18040,664191,0,606744,435.54
2016-03-13,23953,19426,673159,6,579016,436.50
2016-03-14,32216,19187,698990,6,579362,439.23
2016-03-15,18118,19131,696980,0,584430,439.02
2016-03-16,12646,17725,686906,0,589722,437.96
2016-03-17,10825,16491,675595,37,595237,436.76
2016-03-18,9014,16147,661306,71,600858,435.23
2016-03-19,8547,14201,650017,37,596364,434.01
2016-03-20,8517,11785,643505,15,577000,433.30
2016-03-21,11809,10320,646440,9,582634,433.62
2016-03-22,12408,9512,652143,21,588268,434.24
2016-03-23,10132,7862,656578,34,593901,434.72
2016-03-24,9076,6940,660747,34,599535,435.17
2016-03-25,9254,6396,666331,43,605169,435.77
2016-03-26,8583,5566,672315,0,610803,436.41
2016-03-27,7847,6062,675783,37,616437,436.78
2016-03-28,8206,5921,680205,56,622070,437.25
2016-03-29,7364,5229,684358,41,627704,437.69
2016-03-30,6480,5243,686718,47,633338,437.94
2016-03-31,6243,3878,691371,19,638972,438.43
2016-04-01,5775,3785,695268,25,644606,438.84
2016-04-02,6169,3453,700617,19,650239,439.40
2016-04-03,6710,3011,707902,26,655873,440.16
2016-04-04,6028,3962,711948,26,661507,440.58
2016-04-05,6419,2935,718807,26,667141,441.29
2016-04-06,6778,3620,725013,29,672775,441.93
2016-04-07,6219,3427,730473,39,678408,442.49
2016-04-08,7039,3754,736923,33,684042,443.15
2016-04-09,6816,3575,743306,23,689676,443.80
2016-04-10,7573,3088,752188,7,695310,444.70
2016-04-11,7291,3680,759330,10,700944,445.42
2016-04-12,6956,3268,766600,23,706577,446.15
2016-04-13,6047,3299,772006,23,712211,446.69
2016-04-14,5610,3362,776419,23,717845,447.13
2016-04-15,5567,3512,780450,23,723479,447.53
2016-04-16,5052,3600,783271,30,729113,447.81
2016-04-17,4783,3579,785592,34,734746,448.04
2016-04-18,5230,3611,788736,34,740380,448.35
2016-04-19,5448,3257,792995,44,746014,448.77
2016-04-20,5399,3046,797574,44,751648,449.22
2016-04-21,5328,3740,800636,44,757282,449.52
2016-04-22,6678,3297,807281,31,762916,450.17
2016-04-23,5744,3300,812108,10,768549,450.64
2016-04-24,5228,3038,816425,14,774183,451.06
2016-04-25,5343,3242,820558,17,779817,451.46
2016-04-26,6268,3682,825620,34,785451,451.95
2016-04-27,3566,3466,825724,48,791084,451.96
2016-04-28,3318,3222,825724,96,796718,451.96
2016-04-29,3617,3566,825620,103,802352,451.95
2016-04-30,4112,3591,826449,103,807986,452.03
2016-05-01,4141,3200,828111,103,813620,452.19
2016-05-02,4782,3819,829878,72,819254,452.36
2016-05-03,4964,3442,832788,55,824887,452.64
2016-05-04,5111,3641,835594,55,830521,452.91
2016-05-05,4063,4112,835490,3,836155,452.90
2016-05-06,5366,4572,837052,7,841789,453.05
2016-05-07,5631,4778,838724,10,847422,453.21
2016-05-08,4944,4980,838619,17,853056,453.20
2016-05-09,4487,4801,837888,55,858690,453.13
2016-05-10,5120,4781,838410,76,864324,453.18
2016-05-11,5158,4857,838828,90,869958,453.22
2016-05-12,4979,4477,839665,80,875592,453.30
2016-05-13,5070,4601,840396,100,881225,453.37
2016-05-14,4618,4637,840187,86,886859,453.35
2016-05-15,5020,4628,840814,76,892493,453.41
2016-05-16,5591,5013,841755,104,898127,453.50
2016-05-17,5479,4841,842800,111,903761,453.60
2016-05-18,5691,5278,843427,97,909394,453.66
2016-05-19,5420,5151,843741,111,915028,453.69
2016-05-20,5496,5271,844159,14,920662,453.73
2016-05-21,5322,5365,844054,10,926296,453.72
2016-05-22,5235,5556,843323,48,931930,453.65
2016-05-23,4449,5192,841755,48,937563,453.50
2016-05-24,4273,5557,839037,86,943197,453.24
2016-05-25,3837,5444,835698,76,948831,452.92
2016-05-26,4130,4889,834035,79,954465,452.76
2016-05-27,3596,4286,832476,96,960099,452.61
2016-05-28,3552,4395,830606,100,965732,452.43
2016-05-29,3431,4012,829255,100,971366,452.30
2016-05-30,3389,4914,826034,99,977000,451.99
2016-05-31,4125,4012,826034,113,977000,451.99
2016-06-01,3949,4549,824587,130,977000,451.85
2016-06-02,3731,4513,822831,103,977000,451.68
2016-06-03,3836,4338,821591,123,977000,451.56
2016-06-04,3789,4374,820248,92,977000,451.43
2016-06-05,3702,4058,819318,113,977000,451.34
2016-06-06,3921,4677,817561,130,977000,451.17
2016-06-07,3036,4330,814778,109,977000,450.90
2016-06-08,2589,4448,810875,109,977000,450.52
2016-06-09,3487,4206,809232,109,977000,450.36
2016-06-10,4033,4442,808205,109,977000,450.26
2016-06-11,3721,4503,806459,98,977000,450.09
2016-06-12,2741,4189,803392,98,977000,449.79
2016-06-13,2030,4522,798288,81,977000,449.29
2016-06-14,2212,4305,794010,64,977000,448.87
2016-06-15,2605,4566,789953,84,977000,448.47
2016-06-16,2342,4262,785997,74,977000,448.08
2016-06-17,2059,4524,780954,77,977000,447.58
2016-06-18,1902,4444,775714,100,977000,447.06
2016-06-19,2030,4352,770904,103,977000,446.58
2016-06-20,1853,4263,765899,113,977000,446.08
2016-06-21,2136,4416,761120,129,977000,445.60
2016-06-22,2148,4320,756545,135,977000,445.14
2016-06-23,1698,4265,751200,128,977000,444.60
2016-06-24,1419,4640,744583,115,977000,443.93
2016-06-25,1960,4314,739673,121,977000,443.43
2016-06-26,2340,4480,735157,137,977000,442.97
2016-06-27,2426,4359,731059,133,977000,442.55
2016-06-28,2251,4135,727058,133,977000,442.14
2016-06-29,1689,4501,721231,126,977000,441.54
2016-06-30,1621,4543,715224,106,977000,440.92
2016-07-01,2200,4659,710118,115,977000,440.39
2016-07-02,2067,4854,704350,121,977000,439.79
2016-07-03,1821,4933,697938,121,977000,439.12
2016-07-04,1926,5021,691561,120,977000,438.45
2016-07-05,1716,5243,684358,104,977000,437.69
2016-07-06,1422,4747,677564,100,977000,436.97
2016-07-07,1809,5868,669316,99,977000,436.09
2016-07-08,1636,5441,661585,93,977000,435.26
2016-07-09,2391,5369,655469,105,977000,434.60
2016-07-10,1882,5457,648183,98,977000,433.81
2016-07-11,1372,5476,639844,100,977000,432.90
2016-07-12,1588,5206,632470,100,977000,432.09
2016-07-13,1508,5421,624513,99,977000,431.21
2016-07-14,1972,5301,617685,113,977000,430.45
2016-07-15,1776,5186,610714,104,977000,429.67
2016-07-16,1753,5636,602813,100,977000,428.78
2016-07-17,1482,5558,594530,100,977000,427.84
2016-07-18,915,5056,586138,90,977000,426.88
2016-07-19,1574,5555,578070,87,977000,425.95
2016-07-20,1534,5487,570065,83,977000,425.02
2016-07-21,1585,5395,562299,105,977000,424.11
2016-07-22,1439,5537,554002,85,977000,423.13
2016-07-23,1700,5485,546282,107,977000,422.21
2016-07-24,1590,5560,538210,100,977000,421.24
2016-07-25,1616,5511,530291,97,977000,420.28
2016-07-26,1474,5294,522524,96,977000,419.33
2016-07-27,1596,5301,514987,95,977000,418.40
2016-07-28,1682,5511,507193,100,977000,417.43
2016-07-29,1689,5466,499469,117,977000,416.46
2016-07-30,1836,5734,491502,119,977000,415.45
2016-07-31,1760,5128,484623,100,977000,414.57
2016-08-01,1522,5384,476798,83,977000,413.56
2016-08-02,1567,5361,469125,74,977000,412.56
2016-08-03,1607,4736,462736,92,977000,411.72
2016-08-04,1596,5190,455426,91,977000,410.75
2016-08-05,1454,4781,448704,62,977000,409.85
2016-08-06,1484,5210,441313,0,977000,408.85
2016-08-07,1521,4702,434872,66,977000,407.97
2016-08-08,1424,4818,427992,75,977000,407.02
2016-08-09,1476,4912,421043,67,977000,406.05
2016-08-10,1353,4541,414596,62,977000,405.14
2016-08-11,1480,4629,408215,68,977000,404.23
2016-08-12,1545,4728,401762,70,977000,403.30
2016-08-13,1676,4095,396814,76,977000,402.58
2016-08-14,1798,4165,391968,76,977000,401.87
2016-08-15,1579,5074,384886,75,977000,400.82
2016-08-16,1603,4530,378948,67,977000,399.93
2016-08-17,1595,4085,373864,73,977000,399.16
2016-08-18,1737,2921,371371,73,977000,398.78
2016-08-19,1598,3168,368105,77,977000,398.28
2016-08-20,1656,2901,365501,68,977000,397.88
2016-08-21,1438,2606,363046,70,977000,397.50
2016-08-22,1265,2313,360850,59,977000,397.16
2016-08-23,1430,2110,359369,67,977000,396.93
2016-08-24,1443,2293,357580,52,977000,396.65
2016-08-25,1530,2598,355343,60,977000,396.30
2016-08-26,1224,2075,353554,51,977000,396.02
2016-08-27,1340,2060,352036,45,977000,395.78
2016-08-28,1158,2130,350014,47,977000,395.46
2016-08-29,1457,2204,348435,49,977000,395.21
2016-08-30,1677,2130,347424,57,977000,395.05
2016-08-31,1882,2167,346733,63,977000,394.94
2016-09-01,1656,2017,345921,48,977000,394.81
2016-09-02,1525,1981,344922,48,977000,394.65
2016-09-03,1642,2112,343860,65,977000,394.48
2016-09-04,1582,1912,343110,48,977000,394.36
2016-09-05,1600,2300,341611,56,977000,394.12
2016-09-06,1222,1948,340059,56,977000,393.87
2016-09-07,1102,1725,338701,62,977000,393.65
2016-09-08,1287,1820,337528,58,977000,393.46
2016-09-09,1524,1849,336787,49,977000,393.34
2016-09-10,1576,1831,336170,56,977000,393.24
2016-09-11,1346,2068,334628,55,977000,392.99
2016-09-12,838,1718,332798,43,977000,392.69
2016-09-13,702,1587,330969,37,977000,392.39
2016-09-14,930,1414,329932,39,977000,392.22
2016-09-15,1195,1706,328834,43,977000,392.04
2016-09-16,1275,1901,327505,44,977000,391.82
2016-09-17,1173,1733,326300,48,977000,391.62
2016-09-18,1127,1826,324794,60,977000,391.37
2016-09-19,999,1908,322865,64,977000,391.05
2016-09-20,1331,1899,321612,64,977000,390.84
2016-09-21,920,1856,319648,54,977000,390.51
2016-09-22,1239,1741,318577,38,977000,390.33
2016-09-23,940,1889,316613,41,977000,390.00
2016-09-24,1093,1910,314908,43,977000,389.71
2016-09-25,1135,1866,313380,39,977000,389.45
2016-09-26,1055,1895,311616,49,977000,389.15
2016-09-27,1380,1895,310502,47,977000,388.96
2016-09-28,1162,1930,308876,52,977000,388.68
2016-09-29,1243,1749,307773,50,977000,388.49
2016-09-30,1081,1942,305974,46,977000,388.18
2016-10-01,1038,1935,304127,34,968837,387.86
2016-10-02,1525,1878,303382,23,960673,387.73
2016-10-03,1043,1727,302006,10,952510,387.49
2016-10-04,1159,1829,300631,23,944347,387.25
2016-10-05,645,1079,299714,28,936184,387.09
2016-10-06,631,1258,298406,32,928020,386.86
2016-10-07,1158,1297,298066,32,919857,386.80
2016-10-08,867,1228,297274,38,911694,386.66
2016-10-09,842,1229,296426,41,903531,386.51
2016-10-10,836,1261,295520,32,895367,386.35
2016-10-11,574,1400,293823,30,887204,386.05
2016-10-12,925,1299,293037,22,879041,385.91
2016-10-13,807,1145,292311,28,870878,385.78
2016-10-14,1523,1241,292870,0,862714,385.88
2016-10-15,1369,1116,293372,0,854551,385.97
2016-10-16,3057,804,297840,0,846388,386.76
2016-10-17,7480,945,310676,64,838224,388.99
2016-10-18,3552,1095,315496,27,830061,389.81
2016-10-19,1408,1092,316084,20,821898,389.91
2016-10-20,1266,1092,316378,26,813735,389.96
2016-10-21,1584,1024,317446,22,805571,390.14
2016-10-22,1802,1014,318993,8,797408,390.40
2016-10-23,1512,1104,319767,18,789245,390.53
2016-10-24,984,1208,319291,16,781082,390.45
2016-10-25,1053,1173,319053,0,772918,390.41
2016-10-26,1376,944,319886,12,764755,390.55
2016-10-27,1953,1173,321433,0,756592,390.81
2016-10-28,4648,947,328773,0,748429,392.03
2016-10-29,5639,1126,337713,6,740265,393.49
2016-10-30,3902,1150,343172,0,732102,394.37
2016-10-31,6314,1080,353554,0,723939,396.02
2016-11-01,4966,995,361431,0,715776,397.25
2016-11-02,4077,1161,367190,13,707612,398.14
2016-11-03,3152,1062,371306,15,699449,398.77
2016-11-04,2261,1319,373138,18,691286,399.05
2016-11-05,1963,1318,374392,13,683122,399.24
2016-11-06,2121,1222,376175,0,674959,399.51
2016-11-07,2146,1267,377892,13,666796,399.77
2016-11-08,1958,1246,379278,13,658633,399.98
2016-11-09,1790,1151,380545,0,650469,400.17
2016-11-10,1850,1176,381881,0,642306,400.37
2016-11-11,1353,1234,382081,18,634143,400.40
2016-11-12,1760,1219,383150,2,625980,400.56
2016-11-13,2017,1276,384619,0,617816,400.78
2016-11-14,1673,1253,385420,16,609653,400.90
2016-11-15,1759,1238,386426,14,601490,401.05
2016-11-16,2195,1288,388183,21,593326,401.31
2016-11-17,2102,1130,390076,18,585163,401.59
2016-11-18,1664,1033,391292,18,577000,401.77
2016-11-19,2428,1092,393941,0,577000,402.16
2016-11-20,4212,1088,399824,158,577000,403.02
2016-11-21,3575,1133,404668,0,577000,403.72
2016-11-22,3041,1314,408075,9,577000,404.21
2016-11-23,2899,1029,411785,0,577000,404.74
2016-11-24,3223,1146,415871,17,577000,405.32
2016-11-25,3173,1274,419623,7,577000,405.85
2016-11-26,3590,1069,424624,0,577000,406.55
2016-11-27,4783,1181,431758,5,577000,407.54
2016-11-28,4361,1205,438018,0,577000,408.40
2016-11-29,3437,1217,442411,5,577000,409.00
2016-11-30,3241,1034,446779,5,577000,409.59
2016-12-01,3024,1096,450563,20,577000,410.10
2016-12-02,2897,1237,453780,38,577000,410.53
2016-12-03,2808,1249,456847,13,577000,410.94
2016-12-04,2784,1178,460016,8,577000,411.36
2016-12-05,2444,1408,462056,8,577000,411.63
2016-12-06,2439,1555,463794,8,577000,411.86
2016-12-07,2653,1534,465997,8,577000,412.15
2016-12-08,2825,1325,468973,0,577000,412.54
2016-12-09,4219,1284,474795,0,577000,413.30
2016-12-10,36020,1285,543692,0,577000,421.90
2016-12-11,29907,1759,599460,32,577000,428.40
2016-12-12,12047,3215,616967,6,577000,430.37
2016-12-13,9377,5208,625236,0,577000,431.29
2016-12-14,7799,10566,619747,0,577000,430.68
2016-12-15,12425,25580,593655,0,577000,427.74
2016-12-16,42914,32017,615264,3,577000,430.18
2016-12-17,17976,30223,590942,15,577000,427.43
2016-12-18,12090,30191,555017,11,577000,423.25
2016-12-19,9370,26853,520323,8,577000,419.06
2016-12-20,7999,22878,490795,8,577000,415.36
2016-12-21,6720,17909,468591,5,577000,412.49
2016-12-22,6516,14729,452284,8,577000,410.33
2016-12-23,5523,12014,439409,0,577000,408.59
2016-12-24,5495,10482,429513,2,577000,407.23
2016-12-25,4606,9121,420543,7,577000,405.98
2016-12-26,4999,7773,415021,10,577000,405.20
2016-12-27,4470,7257,409475,9,577000,404.41
2016-12-28,4771,6488,406051,9,577000,403.92
2016-12-29,4597,5252,404737,7,577000,403.73
2016-12-30,4139,5421,402177,9,577000,403.36
2016-12-31,4296,5341,400101,2,577000,403.06
2017-01-01,3655,4650,398113,7,577000,402.77
2017-01-02,4131,4269,397839,0,577000,402.73
2017-01-03,5077,3727,400516,0,577000,403.12
2017-01-04,18994,3535,431178,0,577000,407.46
2017-01-05,24476,9056,461754,5,577000,411.59
2017-01-06,15006,15531,460696,8,577000,411.45
2017-01-07,14131,24604,439922,0,577000,408.66
2017-01-08,61704,30204,502403,0,577000,416.83
2017-01-09,93775,34028,620912,0,577000,430.81
2017-01-10,72787,46021,674002,0,577000,436.59
2017-01-11,74708,57812,707516,0,577000,440.12
2017-01-12,35529,54590,669690,9,577000,436.13
2017-01-13,23419,45321,626230,9,577000,431.40
2017-01-14,18134,34375,594005,6,577000,427.78
2017-01-15,15491,32327,560599,6,577000,423.91
2017-01-16,13339,32075,523421,8,577000,419.44
2017-01-17,12074,31943,484000,5,577000,414.49
2017-01-18,13017,31820,446705,0,577000,409.58
2017-01-19,17329,31661,418278,0,577000,405.66
2017-01-20,21076,32035,396540,0,577000,402.54
2017-01-21,19084,25123,384552,5,577000,400.77
2017-01-22,18576,18340,385020,0,577000,400.84
2017-01-23,20223,15001,395377,0,577000,402.37
2017-01-24,15852,12940,401139,7,577000,403.21
2017-01-25,12463,10707,404598,12,577000,403.71
2017-01-26,10369,9273,406745,14,577000,404.02
2017-01-27,9115,8358,408215,16,577000,404.23
2017-01-28,8465,8277,408565,12,577000,404.28
2017-01-29,8212,7706,409545,12,577000,404.42
2017-01-30,6803,7819,407515,7,577000,404.13
2017-01-31,6984,6516,408425,9,577000,404.26
2017-02-01,6325,6847,407375,7,577000,404.11
2017-02-02,7312,7594,406815,0,577000,404.03
2017-02-03,12251,7757,415729,0,577000,405.30
2017-02-04,23086,12654,436407,7,577000,408.18
2017-02-05,18309,16426,440141,0,577000,408.69
2017-02-06,26641,22436,448482,0,577000,409.82
2017-02-07,84749,31124,554848,0,577000,423.23
2017-02-08,94770,34367,674658,0,577000,436.66
2017-02-09,99288,69918,732913,0,577000,442.74
2017-02-10,112641,80351,796961,0,577000,449.16
2017-02-11,56824,79247,752485,0,577000,444.73
2017-02-12,35697,74270,675970,3,577000,436.80
2017-02-13,26370,56478,616250,0,577000,430.29
2017-02-14,21125,38491,581798,3,577000,426.38
2017-02-15,18210,32689,553072,3,577000,423.02
2017-02-16,17444,32311,523584,0,577000,419.46
2017-02-17,18102,32217,495586,0,577000,415.97
2017-02-18,18560,32977,466989,0,577000,412.28
2017-02-19,17222,32567,436553,0,577000,408.20
2017-02-20,38368,31756,449667,0,577000,409.98
2017-02-21,74281,31808,533913,0,577000,420.72
2017-02-22,42442,32217,554172,11,577000,423.15
2017-02-23,29400,32231,548545,6,577000,422.48
2017-02-24,22874,32658,529139,0,577000,420.14
2017-02-25,19049,32725,502007,3,577000,416.78
2017-02-26,16538,32726,469888,5,577000,412.66
2017-02-27,15161,33175,434148,5,577000,407.87
2017-02-28,13236,28233,404391,5,577000,403.68
2017-03-01,12304,18942,391225,0,577000,401.76
2017-03-02,11243,15098,383550,14,577000,400.62
2017-03-03,10725,12741,379544,4,577000,400.02
2017-03-04,10306,11601,376967,4,577000,399.63
2017-03-05,11225,9740,379877,18,577000,400.07
2017-03-06,10270,8284,383817,0,577000,400.66
2017-03-07,7881,7773,384018,7,577000,400.69
2017-03-08,7496,7250,384485,11,577000,400.76
2017-03-09,7992,6352,387710,14,577000,401.24
2017-03-10,9627,5851,395172,14,577000,402.34
2017-03-11,9083,5254,402730,19,577000,403.44
2017-03-12,8842,5669,408985,19,577000,404.34
2017-03-13,9097,5987,415092,31,577000,405.21
2017-03-14,9432,6042,421759,29,577000,406.15
2017-03-15,9616,5675,429513,32,577000,407.23
2017-03-16,10441,5616,439043,20,577000,408.54
2017-03-17,10641,5514,449149,32,578830,409.91
2017-03-18,10896,5621,459563,25,583699,411.30
2017-03-19,11163,5590,470575,21,589379,412.75
2017-03-20,11065,5536,481511,16,592568,414.17
2017-03-21,16358,5505,503037,0,580861,416.91
2017-03-22,22534,5429,536964,0,582634,421.09
2017-03-23,16307,5349,558654,23,588268,423.68
2017-03-24,14206,6066,574799,0,593901,425.57
2017-03-25,13075,5931,588929,20,599535,427.20
2017-03-26,12470,5655,602372,38,605169,428.73
2017-03-27,12491,8946,609380,12,610803,429.52
2017-03-28,11252,13712,604401,50,616437,428.96
2017-03-29,9330,15466,592167,32,622070,427.57
2017-03-30,11563,12993,589192,70,627704,427.23
2017-03-31,12325,11546,590592,73,633338,427.39
2017-04-01,10236,10242,590504,38,638972,427.38
2017-04-02,10219,9899,591029,55,644606,427.44
2017-04-03,11077,9557,593917,64,650239,427.77
2017-04-04,10883,9157,597254,44,655873,428.15
2017-04-05,10255,8972,599724,38,661507,428.43
2017-04-06,10791,9463,602283,38,667141,428.72
2017-04-07,17231,9014,618581,0,672775,430.55
2017-04-08,23628,9028,647541,0,678408,433.74
2017-04-09,15632,9268,660096,34,684042,435.10
2017-04-10,13266,9324,667821,47,689676,435.93
2017-04-11,12332,9802,672784,28,695310,436.46
2017-04-12,10537,10478,672877,12,700944,436.47
2017-04-13,19391,11073,689375,0,706577,438.22
2017-04-14,17751,11109,702436,57,712211,439.59
2017-04-15,14795,10544,710792,38,717845,440.46
2017-04-16,13891,10779,716965,0,723479,441.10
2017-04-17,15068,10952,725110,10,729113,441.94
2017-04-18,22631,11128,747840,43,734746,444.26
2017-04-19,19746,13449,760225,53,740380,445.51
2017-04-20,16693,15437,762612,53,746014,445.75
2017-04-21,15042,15039,762512,53,751648,445.74
2017-04-22,14371,15621,759927,53,757282,445.48
2017-04-23,13357,15805,754955,59,762916,444.98
2017-04-24,13437,15693,750409,36,768549,444.52
2017-04-25,12656,15597,744484,46,774183,443.92
2017-04-26,13303,15713,739673,16,779817,443.43
2017-04-27,14836,15527,738200,52,785451,443.28
2017-04-28,14142,15427,735450,101,791084,443.00
2017-04-29,13223,15664,730473,68,796718,442.49
2017-04-30,12462,15831,723656,68,802352,441.79
2017-05-01,13184,15629,718613,97,807986,441.27
2017-05-02,12949,15546,713297,83,813620,440.72
2017-05-03,14148,15503,710503,54,819254,440.43
2017-05-04,16049,15473,711467,90,824887,440.53
2017-05-05,18385,15338,717353,80,830521,441.14
2017-05-06,19962,13338,730376,58,836155,442.48
2017-05-07,16563,11616,740065,62,841789,443.47
2017-05-08,15392,11055,748531,69,847422,444.33
2017-05-09,15127,9747,759032,86,853056,445.39
2017-05-10,13114,9869,765298,86,858690,446.02
2017-05-11,14053,9188,774809,70,864324,446.97
2017-05-12,15500,8957,787620,84,869958,448.24
2017-05-13,14766,8949,799003,78,875592,449.36
2017-05-14,13026,9192,806459,75,881225,450.09
2017-05-15,12648,9515,812519,78,886859,450.68
2017-05-16,11464,9256,816838,31,892493,451.10
2017-05-17,11293,9718,819834,65,898127,451.39
2017-05-18,10847,9970,821384,96,903761,451.54
2017-05-19,10215,10129,821384,86,909394,451.54
2017-05-20,10643,10033,822417,89,915028,451.64
2017-05-21,11556,10148,825000,106,920662,451.89
2017-05-22,12882,10165,830190,100,926296,452.39
2017-05-23,14049,10212,837574,114,931930,453.10
2017-05-24,14515,10073,846145,121,937563,453.92
2017-05-25,15372,8831,858975,73,943197,455.14
2017-05-26,15097,8514,871894,70,948831,456.36
2017-05-27,14007,7224,885216,67,954465,457.61
2017-05-28,14192,7134,899053,82,960099,458.90
2017-05-29,13825,7146,912122,90,965732,460.11
2017-05-30,13011,6786,924297,87,971366,461.23
2017-05-31,12760,6366,936873,54,977000,462.38
2017-06-01,11516,6938,945773,91,977000,463.19
2017-06-02,10772,7506,952063,95,977000,463.76
2017-06-03,10665,10975,951290,80,977000,463.69
2017-06-04,10825,12770,947208,113,977000,463.32
2017-06-05,11069,12754,943677,95,977000,463.00
2017-06-06,10650,13303,938190,113,977000,462.50
2017-06-07,9812,12742,932156,112,977000,461.95
2017-06-08,9603,11567,928117,72,977000,461.58
2017-06-09,10294,10566,927462,58,977000,461.52
2017-06-10,9031,8941,927462,90,977000,461.52
2017-06-11,7852,7772,927462,80,977000,461.52
2017-06-12,6221,7323,925170,54,977000,461.31
2017-06-13,6820,7900,922878,76,977000,461.10
2017-06-14,6741,7797,920592,97,977000,460.89
2017-06-15,5536,6574,918311,112,977000,460.68
2017-06-16,5853,6829,916140,119,977000,460.48
2017-06-17,6142,6823,914511,140,977000,460.33
2017-06-18,7012,6784,914728,119,977000,460.35
2017-06-19,2027,6939,927331,137,977000,460.50
2017-06-20,7792,5907,927375,133,977000,460.82
2017-06-21,7966,6194,927418,126,977000,461.12
2017-06-22,7705,5352,927462,152,977000,461.52
2017-06-23,7716,4704,933141,149,977000,462.04
2017-06-24,7774,4438,939507,127,977000,462.62
2017-06-25,7168,4527,944449,149,977000,463.07
2017-06-26,6494,4508,948091,150,977000,463.40
2017-06-27,5958,4510,950739,113,977000,463.64
2017-06-28,5085,4211,952284,95,977000,463.78
2017-06-29,5342,4443,953828,121,977000,463.92
2017-06-30,4574,4683,953387,113,977000,463.88
2017-07-01,4698,4533,953497,110,977000,463.89
2017-07-02,4647,4481,953608,110,977000,463.90
2017-07-03,4501,3879,954601,121,977000,463.99
2017-07-04,4578,4111,955266,132,977000,464.05
2017-07-05,4404,3952,955931,117,977000,464.11
2017-07-06,4163,3968,956042,139,977000,464.12
2017-07-07,3602,4171,954601,157,977000,463.99
2017-07-08,3737,3925,953939,146,977000,463.93
2017-07-09,3110,3965,951953,146,977000,463.75
2017-07-10,3110,3977,949966,135,977000,463.57
2017-07-11,2950,4087,947429,142,977000,463.34
2017-07-12,3028,4028,945222,113,977000,463.14
2017-07-13,2956,4168,942580,120,977000,462.90
2017-07-14,2281,4105,938738,113,977000,462.55
2017-07-15,3077,3783,937092,124,977000,462.40
2017-07-16,3113,4339,934458,102,977000,462.16
2017-07-17,2534,3732,931829,127,977000,461.92
2017-07-18,2321,4393,927462,130,977000,461.52
2017-07-19,2196,3694,924297,98,977000,461.23
2017-07-20,2360,4022,920809,97,977000,460.91
2017-07-21,2477,3957,917660,108,977000,460.62
2017-07-22,2780,4161,914728,97,977000,460.35
2017-07-23,3045,4011,912557,129,977000,460.15
2017-07-24,2582,4040,909416,126,977000,459.86
2017-07-25,2149,3940,905636,115,977000,459.51
2017-07-26,2178,4188,901423,114,977000,459.12
2017-07-27,2181,4230,897119,121,977000,458.72
2017-07-28,2320,3820,893896,125,977000,458.42
2017-07-29,2562,4174,890458,121,977000,458.10
2017-07-30,2269,3987,886819,117,977000,457.76
2017-07-31,2593,4355,883079,124,977000,457.41
2017-08-01,2354,4015,879552,117,977000,457.08
2017-08-02,3178,3890,877847,148,977000,456.92
2017-08-03,2910,4158,875083,145,977000,456.66
2017-08-04,2375,3963,871682,127,977000,456.34
2017-08-05,2066,4110,867434,98,977000,455.94
2017-08-06,2199,4127,863416,98,977000,455.56
2017-08-07,2089,3949,859504,112,977000,455.19
2017-08-08,2283,4145,855602,105,977000,454.82
2017-08-09,2268,4026,851923,97,977000,454.47
2017-08-10,2267,4035,848243,87,977000,454.12
2017-08-11,2350,4101,844577,97,977000,453.77
