datetime,FOL_INFLOW_CFS,FOL_OUTFLOW_CFS,FOL_STORAGE_AF,FOL_EVAP_CFS,FOL_TOC STO_AF,FOL_RES ELE_FEET
2000-10-01,1107,1849,659258,9,,435.01
2000-10-02,1432,1991,658149,0,,434.89
2000-10-03,1357,2327,656208,9,,434.68
2000-10-04,631,2020,653436,9,,434.38
2000-10-05,908,2110,651034,9,,434.12
2000-10-06,1507,1871,650295,9,,434.04
2000-10-07,712,2046,647632,9,,433.75
2000-10-08,586,2241,644331,9,,433.39
2000-10-09,554,1886,641671,9,,433.10
2000-10-10,582,1908,639024,9,,432.81
2000-10-11,1053,1962,637204,9,,432.61
2000-10-12,645,1692,635110,9,,432.38
2000-10-13,521,1705,632743,9,,432.12
2000-10-14,688,2642,628850,9,,431.69
2000-10-15,478,2382,625055,9,,431.27
2000-10-16,129,2444,620464,0,,430.76
2000-10-17,273,2479,616071,9,,430.27
2000-10-18,171,2190,612049,9,830100,429.82
2000-10-19,319,2149,608401,9,821900,429.41
2000-10-20,180,2410,603960,9,813700,428.91
2000-10-21,363,2623,599460,9,805600,428.40
2000-10-22,-112,2276,594705,9,797400,427.86
2000-10-23,118,2447,590504,9,789200,427.38
2000-10-24,673,2428,587005,9,781100,426.98
2000-10-25,1159,2290,584749,6,781100,426.72
2000-10-26,1607,2651,582666,6,764800,426.48
2000-10-27,1339,2258,580843,0,756600,426.27
2000-10-28,1975,2272,580236,9,748400,426.20
2000-10-29,2416,1978,581104,0,740300,426.30
2000-10-30,2098,2273,580757,0,732100,426.26
2000-10-31,2066,2679,579541,0,723900,426.12
2000-11-01,1356,2184,577898,0,723900,425.93
2000-11-02,1934,2094,577553,14,715800,425.89
2000-11-03,1795,1925,577295,0,699400,425.86
2000-11-04,1435,1855,576434,14,691300,425.76
2000-11-05,872,1682,574799,14,683100,425.57
2000-11-06,1185,1822,573508,14,675000,425.42
2000-11-07,1808,1794,573508,14,666800,425.42
2000-11-08,1419,1926,572475,14,658600,425.30
2000-11-09,1856,1929,572303,14,650500,425.28
2000-11-10,1884,1957,572131,14,642300,425.26
2000-11-11,2341,1980,572819,14,634100,425.34
2000-11-12,1313,1993,571442,14,626000,425.18
2000-11-13,2501,1966,572475,14,617800,425.30
2000-11-14,3111,2229,574197,14,609700,425.50
2000-11-15,2265,1861,574971,14,601500,425.59
2000-11-16,2402,2431,574885,14,593300,425.58
2000-11-17,2656,2555,575057,14,585200,425.60
2000-11-18,2966,2648,575660,14,577000,425.67
2000-11-19,2528,2645,575401,14,577000,425.64
2000-11-20,2106,2526,574541,14,577000,425.54
2000-11-21,2120,2497,573766,14,577000,425.45
2000-11-22,2437,2553,573508,14,577000,425.42
2000-11-23,1682,2362,572131,14,577000,425.26
2000-11-24,1153,2660,569125,9,577000,424.91
2000-11-25,1151,2648,566138,9,577000,424.56
2000-11-26,1248,2529,563579,9,577000,424.26
2000-11-27,1687,2581,561787,9,577000,424.05
2000-11-28,2445,2574,561531,0,577000,424.02
2000-11-29,2507,2507,561531,0,577000,424.02
2000-11-30,2200,2542,560853,0,577000,423.94
2000-12-01,2319,2532,560430,0,577000,423.89
2000-12-02,2255,2502,559922,9,577000,423.83
2000-12-03,2127,2544,559077,9,577000,423.73
2000-12-04,2314,2902,557893,9,577000,423.59
2000-12-05,2265,2478,557470,0,577000,423.54
2000-12-06,2690,2690,557470,0,577000,423.54
2000-12-07,2651,2410,557808,71,577000,423.58
2000-12-08,2090,2403,557047,71,577000,423.49
2000-12-09,1354,2221,555186,71,577000,423.27
2000-12-10,1572,2567,553072,71,577000,423.02
2000-12-11,2433,2532,552735,71,577000,422.98
2000-12-12,3604,2581,554764,0,577000,423.22
2000-12-13,2774,2433,555440,0,577000,423.30
2000-12-14,2450,2450,555440,0,577000,423.30
2000-12-15,2820,2522,556032,0,577000,423.37
2000-12-16,2203,2459,555525,0,577000,423.31
2000-12-17,1526,2549,553495,0,577000,423.07
2000-12-18,2452,2409,553580,0,577000,423.08
2000-12-19,3042,2658,554341,0,577000,423.17
2000-12-20,2126,2587,553410,8,577000,423.06
2000-12-21,2045,2546,552400,8,577000,422.94
2000-12-22,1900,2779,550640,8,577000,422.73
2000-12-23,1410,2501,548461,8,577000,422.47
2000-12-24,1876,2544,547120,8,577000,422.31
2000-12-25,1767,2316,546031,0,577000,422.18
2000-12-26,1558,2737,543692,0,577000,421.90
2000-12-27,1682,2771,541532,0,577000,421.64
2000-12-28,1696,2366,540203,0,577000,421.48
2000-12-29,2114,2407,539622,0,577000,421.41
2000-12-30,978,2819,535970,0,577000,420.97
2000-12-31,913,2448,532925,0,577000,420.60
2001-01-01,1548,2502,531032,0,577000,420.37
2001-01-02,1357,2768,528234,0,577000,420.03
2001-01-03,1544,2573,526193,0,577000,419.78
2001-01-04,1199,2514,523584,0,577000,419.46
2001-01-05,1344,2084,522117,0,577000,419.28
2001-01-06,1163,2108,520242,0,577000,419.05
2001-01-07,1010,2112,518057,0,577000,418.78
2001-01-08,1194,2701,515100,0,577000,418.41
2001-01-09,1097,3009,511275,0,577000,417.94
2001-01-10,1970,3167,508794,54,577000,417.63
2001-01-11,2561,3032,507833,13,577000,417.51
2001-01-12,1860,2966,505592,24,577000,417.23
2001-01-13,1156,2564,502720,40,577000,416.87
2001-01-14,1217,2491,500104,45,577000,416.54
2001-01-15,1000,2024,498042,16,577000,416.28
2001-01-16,1163,2064,495981,138,577000,416.02
2001-01-17,1187,2376,493623,0,577000,415.72
2001-01-18,1546,2180,492366,0,577000,415.56
2001-01-19,1185,1581,491581,0,577000,415.46
2001-01-20,1540,1690,491188,48,577000,415.41
2001-01-21,1193,1911,489696,34,577000,415.22
2001-01-22,1722,1596,489774,87,577000,415.23
2001-01-23,1667,1443,490167,26,577000,415.28
2001-01-24,2169,1496,491502,0,577000,415.45
2001-01-25,2332,1698,492759,0,577000,415.61
2001-01-26,2338,1269,494880,0,577000,415.88
2001-01-27,1727,1212,495901,0,577000,416.01
2001-01-28,978,1718,494408,13,577000,415.82
2001-01-29,1267,1544,493859,0,577000,415.75
2001-01-30,1118,1625,492837,8,577000,415.62
2001-01-31,1115,1622,491816,8,577000,415.49
2001-02-01,1167,1634,490874,8,577000,415.37
2001-02-02,861,1882,488832,8,577000,415.11
2001-02-03,740,1560,487190,8,577000,414.90
2001-02-04,906,1596,485790,16,577000,414.72
2001-02-05,884,1622,484311,8,577000,414.53
2001-02-06,1184,1490,483689,8,577000,414.45
2001-02-07,1352,1956,482444,24,577000,414.29
2001-02-08,965,1371,481588,26,579400,414.18
2001-02-09,1028,1316,480966,26,581800,414.10
2001-02-10,2328,1400,482755,26,584100,414.33
2001-02-11,3233,1193,486801,0,586500,414.85
2001-02-12,2799,1656,489068,0,588900,415.14
2001-02-13,2343,1314,491110,0,591300,415.40
2001-02-14,1627,1493,491345,16,593700,415.43
2001-02-15,1746,1453,491895,16,596000,415.50
2001-02-16,2008,1760,492366,11,598400,415.56
2001-02-17,1426,1484,492209,21,600800,415.54
2001-02-18,1520,1548,492131,11,603200,415.53
2001-02-19,2024,1391,493387,0,577000,415.69
2001-02-20,3301,1594,496773,0,608000,416.12
2001-02-21,3063,1543,499787,0,610300,416.50
2001-02-22,3582,1479,503911,24,612700,417.02
2001-02-23,4275,1612,509194,0,615100,417.68
2001-02-24,3857,1222,514421,0,617500,418.33
2001-02-25,3724,1402,519026,0,577000,418.90
2001-02-26,2956,1288,522280,27,622200,419.30
2001-02-27,2537,1701,523911,14,624600,419.50
2001-02-28,2092,1716,524563,47,627000,419.58
2001-03-01,2039,1888,524807,28,629400,419.61
2001-03-02,2334,1692,526030,25,629400,419.76
2001-03-03,2570,1368,528399,8,629400,420.05
2001-03-04,2956,1421,531361,42,590500,420.41
2001-03-05,4765,1490,537795,31,638900,421.19
2001-03-06,3688,1210,542695,8,641300,421.78
2001-03-07,3200,1712,545612,17,643700,422.13
2001-03-08,2987,1827,547874,20,646000,422.40
2001-03-09,2930,1645,550389,17,648400,422.70
2001-03-10,2724,1696,552400,14,650800,422.94
2001-03-11,2661,1407,554848,20,614000,423.23
2001-03-12,2577,1511,556878,43,655600,423.47
2001-03-13,1945,1917,556878,28,658000,423.47
2001-03-14,2045,1635,557639,26,660300,423.56
2001-03-15,2373,1480,559330,40,662700,423.76
2001-03-16,2378,1466,561106,17,662700,423.97
2001-03-17,1689,1530,561360,31,667500,424.00
2001-03-18,1670,1556,561531,28,637600,424.02
2001-03-19,2172,1843,562128,28,672200,424.09
2001-03-20,2702,1635,564176,34,674600,424.33
2001-03-21,3320,1694,567333,34,677000,424.70
2001-03-22,2921,1385,570323,29,679400,425.05
2001-03-23,2624,1545,572389,37,681800,425.29
2001-03-24,2981,1607,575057,29,684100,425.60
2001-03-25,4327,1804,580062,0,686500,426.18
2001-03-26,4563,1774,585530,32,688900,426.81
2001-03-27,3180,1655,588492,32,691300,427.15
2001-03-28,3555,1541,592430,29,693700,427.60
2001-03-29,3486,1505,596283,38,696000,428.04
2001-03-30,3152,1542,599371,53,696000,428.39
2001-03-31,3274,1809,602195,41,696000,428.71
2001-04-01,2859,1706,604401,41,684700,428.96
2001-04-02,3007,1891,606533,41,705600,429.20
2001-04-03,2949,1929,608490,33,708000,429.42
2001-04-04,2444,2232,608846,33,710300,429.46
2001-04-05,2024,2167,608490,36,710300,429.42
2001-04-06,2546,2143,609202,44,715100,429.50
2001-04-07,2507,1775,610625,15,717500,429.66
2001-04-08,2136,1642,611604,0,708200,429.77
2001-04-09,2104,1634,612494,21,722200,429.87
2001-04-10,1620,1629,612405,36,724600,429.86
2001-04-11,2053,1736,612938,48,727000,429.92
2001-04-12,1629,1539,613116,0,729400,429.94
2001-04-13,2052,2022,613116,30,731800,429.94
2001-04-14,1798,1544,613561,30,734100,429.99
2001-04-15,1570,1627,613383,33,736500,429.97
2001-04-16,1773,1827,613205,36,738900,429.95
2001-04-17,2256,1583,614457,42,741300,430.09
2001-04-18,2515,1524,616340,42,741300,430.30
2001-04-19,2793,1753,618402,0,741300,430.53
2001-04-20,4801,2540,622887,0,741300,431.03
2001-04-21,4284,1915,627585,0,741300,431.55
2001-04-22,3367,1472,631290,27,757600,431.96
2001-04-23,3628,1666,635110,36,757600,432.38
2001-04-24,3781,1856,638842,43,757600,432.79
2001-04-25,4387,1669,644147,43,757600,433.37
2001-04-26,4582,1559,650017,64,757600,434.01
2001-04-27,4937,1537,656670,46,757600,434.73
2001-04-28,4083,1650,661399,49,757600,435.24
2001-04-29,3158,1620,664377,37,797000,435.56
2001-04-30,3233,1585,667541,53,797000,435.90
2001-05-01,4384,1635,672877,59,797000,436.47
2001-05-02,3976,1630,677376,78,797000,436.95
2001-05-03,3778,1655,681432,78,797000,437.38
2001-05-04,2894,1867,683320,75,797000,437.58
2001-05-05,2684,1848,684830,75,797000,437.74
2001-05-06,2669,1705,686623,60,797000,437.93
2001-05-07,2775,1983,688044,76,797000,438.08
2001-05-08,3826,1980,691561,73,847600,438.45
2001-05-09,4295,1925,696124,70,847600,438.93
2001-05-10,3325,1691,699182,92,847600,439.25
2001-05-11,2874,1733,701287,80,847600,439.47
2001-05-12,2953,1867,703297,73,847600,439.68
2001-05-13,2771,2054,704637,41,875600,439.82
2001-05-14,2370,2091,705116,38,875600,439.87
2001-05-15,2628,2114,706073,32,875600,439.97
2001-05-16,2938,2298,707227,58,875600,440.09
2001-05-17,2496,1952,708191,58,875600,440.19
2001-05-18,2510,1954,709154,70,875600,440.29
2001-05-19,1997,1920,709154,77,875600,440.29
2001-05-20,2136,2192,708865,90,875600,440.26
2001-05-21,2456,2473,708672,80,915100,440.24
2001-05-22,2381,2106,709058,80,915100,440.28
2001-05-23,2074,2140,708769,80,915100,440.25
2001-05-24,2660,2302,709251,115,915100,440.30
2001-05-25,2088,2281,708672,99,915100,440.24
2001-05-26,1611,1601,708576,58,915100,440.23
2001-05-27,1096,1966,706649,102,915100,440.03
2001-05-28,965,3032,702340,105,960100,439.58
2001-05-29,855,2728,698416,105,960100,439.17
2001-05-30,2215,2891,696980,48,960100,439.02
2001-05-31,2176,2662,695839,89,960100,438.90
2001-06-01,1830,2604,694128,89,960100,438.72
2001-06-02,1274,3403,689755,76,960100,438.26
2001-06-03,874,3282,684830,75,977000,437.74
2001-06-04,636,3575,678883,59,977000,437.11
2001-06-05,1166,3382,674377,56,977000,436.63
2001-06-06,982,3217,669784,81,977000,436.14
2001-06-07,1233,3538,665028,93,977000,435.63
2001-06-08,1026,3279,660375,93,977000,435.13
2001-06-09,1306,3112,656578,108,977000,434.72
2001-06-10,877,3033,652143,80,977000,434.24
2001-06-11,540,2456,648183,80,977000,433.81
2001-06-12,1020,2380,645340,73,977000,433.50
2001-06-13,1101,2573,642221,100,977000,433.16
2001-06-14,1040,2093,639935,100,977000,432.91
2001-06-15,1101,2169,637659,79,977000,432.66
2001-06-16,897,2189,634928,85,977000,432.36
2001-06-17,674,2369,631380,94,977000,431.97
2001-06-18,656,2303,628940,84,977000,431.59
2001-06-19,1786,2419,626501,96,977000,431.43
2001-06-20,1548,2408,624604,96,977000,431.22
2001-06-21,1237,2830,621271,87,977000,430.85
2001-06-22,1454,2892,618223,99,977000,430.51
2001-06-23,1396,3028,614816,86,977000,430.13
2001-06-24,479,2847,610003,59,977000,429.59
2001-06-25,413,2899,605635,71,977000,429.02
2001-06-26,757,2846,601268,3,977000,428.55
2001-06-27,1007,2938,596901,26,977000,428.11
2001-06-28,1005,2916,593042,35,977000,427.67
2001-06-29,986,2933,589017,82,977000,427.21
2001-06-30,1000,2422,586051,73,977000,426.87
2001-07-01,808,2442,582666,73,977000,426.48
2001-07-02,944,2468,579455,95,977000,426.11
2001-07-03,1754,2444,577811,139,977000,425.92
2001-07-04,1851,2635,575918,170,977000,425.70
2001-07-05,958,2373,572992,60,977000,425.36
2001-07-06,1325,2657,570151,100,977000,425.03
2001-07-07,1097,2266,567674,80,977000,424.74
2001-07-08,1143,2495,564773,111,977000,424.40
2001-07-09,551,2621,560514,77,977000,423.90
2001-07-10,903,2410,557385,71,977000,423.53
2001-07-11,759,2280,554256,57,977000,423.16
2001-07-12,749,2513,550640,59,977000,422.73
2001-07-13,844,2678,546869,67,977000,422.28
2001-07-14,930,2333,543941,73,977000,421.93
2001-07-15,596,2503,540037,61,977000,421.46
2001-07-16,499,2524,535888,67,977000,420.96
2001-07-17,969,2615,532514,55,977000,420.55
2001-07-18,743,2431,529057,55,977000,420.13
2001-07-19,966,2437,526030,55,977000,419.76
2001-07-20,1028,2453,523095,55,977000,419.40
2001-07-21,973,2374,520160,79,977000,419.04
2001-07-22,922,2335,517249,55,977000,418.68
2001-07-23,762,2533,513613,62,977000,418.23
2001-07-24,1000,2429,510634,73,977000,417.86
2001-07-25,1079,2539,507593,73,977000,417.48
2001-07-26,786,2425,504231,56,977000,417.06
2001-07-27,955,2326,501372,70,977000,416.70
2001-07-28,977,2381,498439,75,977000,416.33
2001-07-29,719,2516,494722,77,977000,415.86
2001-07-30,758,2318,491502,63,977000,415.45
2001-07-31,981,2235,488910,53,977000,415.12
2001-08-01,684,1734,486723,53,977000,414.84
2001-08-02,876,2094,484156,76,977000,414.51
2001-08-03,927,1800,482289,68,977000,414.27
2001-08-04,1008,1994,480188,73,977000,414.00
2001-08-05,713,1844,477799,73,977000,413.69
2001-08-06,711,1726,475642,72,977000,413.41
2001-08-07,832,1860,473485,59,977000,413.13
2001-08-08,1425,1791,472637,62,977000,413.02
2001-08-09,1357,1873,471491,62,977000,412.87
2001-08-10,1116,1932,469736,69,977000,412.64
2001-08-11,1029,1865,467981,49,977000,412.41
2001-08-12,741,1759,465844,59,977000,412.13
2001-08-13,646,1781,463492,51,977000,411.82
2001-08-14,1043,1782,461830,99,977000,411.60
2001-08-15,830,2067,459261,58,977000,411.26
2001-08-16,850,1694,457447,71,977000,411.02
2001-08-17,1041,1763,455875,71,977000,410.81
2001-08-18,1256,1852,454528,83,977000,410.63
2001-08-19,899,1854,452508,63,977000,410.36
2001-08-20,806,2059,449890,67,977000,410.01
2001-08-21,859,1631,448260,50,977000,409.79
2001-08-22,917,1394,447224,45,977000,409.65
2001-08-23,790,2134,444484,37,977000,409.28
2001-08-24,841,1780,442559,32,977000,409.02
2001-08-25,1021,1901,440727,44,977000,408.77
2001-08-26,970,1886,438823,44,977000,408.51
2001-08-27,1040,1874,437066,52,977000,408.27
2001-08-28,1374,1864,435968,64,977000,408.12
2001-08-29,916,1814,434075,56,977000,407.86
2001-08-30,1013,1661,432699,46,977000,407.67
2001-08-31,982,2036,430527,41,977000,407.37
2001-09-01,942,1741,428861,41,977000,407.14
2001-09-02,847,1765,426916,63,977000,406.87
2001-09-03,897,1809,424982,63,977000,406.60
2001-09-04,713,1846,422619,58,977000,406.27
2001-09-05,689,1785,420331,58,977000,405.95
2001-09-06,861,1807,418349,53,977000,405.67
2001-09-07,930,1870,416366,60,977000,405.39
2001-09-08,697,1894,413888,52,977000,405.04
2001-09-09,651,1831,411435,57,977000,404.69
2001-09-10,688,1871,408985,52,977000,404.34
2001-09-11,854,1776,407095,31,977000,404.07
2001-09-12,869,1843,405083,40,977000,403.78
2001-09-13,644,1893,402523,42,977000,403.41
2001-09-14,835,1351,401416,42,977000,403.25
2001-09-15,852,1663,399755,26,977000,403.01
2001-09-16,767,1783,397634,53,977000,402.70
2001-09-17,965,2190,395104,51,977000,402.33
2001-09-18,1374,2016,393736,48,977000,402.13
2001-09-19,1138,1768,392441,23,977000,401.94
2001-09-20,763,1705,390481,46,977000,401.65
2001-09-21,1001,1719,388994,32,977000,401.43
2001-09-22,622,1885,386426,32,977000,401.05
2001-09-23,527,2035,383350,43,977000,400.59
2001-09-24,592,1656,381146,47,977000,400.26
2001-09-25,652,1787,378816,40,977000,399.91
2001-09-26,686,1626,376901,25,977000,399.62
2001-09-27,761,1762,374855,31,977000,399.31
2001-09-28,754,1788,372743,31,977000,398.99
2001-09-29,1138,1733,371502,31,977000,398.80
2001-09-30,4,1877,367582,103,977000,398.20
2001-10-01,469,1644,365113,70,977000,397.82
2001-10-02,429,1825,362271,37,977000,397.38
2001-10-03,254,1841,359049,37,977000,396.88
2001-10-04,303,1846,355918,36,977000,396.39
2001-10-05,153,1724,352731,36,936000,395.89
2001-10-06,325,1638,350077,25,911400,395.47
2001-10-07,222,1535,347424,25,911400,395.05
2001-10-08,349,1472,345109,44,911400,394.68
2001-10-09,265,1460,342673,33,911400,394.29
2001-10-10,219,1415,340182,60,911400,393.89
2001-10-11,293,1745,337220,41,911400,393.41
2001-10-12,266,1534,334628,39,911400,392.99
2001-10-13,270,1238,332676,16,911400,392.67
2001-10-14,231,1598,329932,16,911400,392.22
2001-10-15,243,1578,327204,40,911400,391.77
2001-10-16,234,1571,324492,30,911400,391.32
2001-10-17,164,1546,321731,10,911400,390.86
2001-10-18,157,1479,319053,28,911400,390.41
2001-10-19,195,1507,316378,37,911400,389.96
2001-10-20,304,1554,313850,25,911400,389.53
2001-10-21,127,1434,311204,27,911400,389.08
2001-10-22,280,1466,308818,17,911400,388.67
2001-10-23,306,1483,306438,23,911400,388.26
2001-10-24,26,1317,303840,19,911400,387.81
2001-10-25,275,1470,301433,19,911400,387.39
2001-10-26,194,1466,298859,26,911400,386.94
2001-10-27,299,1653,296143,15,911400,386.46
2001-10-28,228,1411,293766,15,911400,386.04
2001-10-29,291,1325,291697,9,911400,385.67
2001-10-30,366,1492,289463,0,911400,385.27
2001-10-31,328,1351,287404,15,911400,384.90
2001-11-01,351,1167,285750,18,911400,384.60
2001-11-02,319,1302,283765,18,911400,384.24
2001-11-03,259,1100,282061,18,911400,383.93
2001-11-04,292,1042,280537,18,911400,383.65
2001-11-05,302,1189,278741,18,911400,383.32
2001-11-06,232,1200,276785,18,911400,382.96
2001-11-07,244,1219,274851,17,911400,382.60
2001-11-08,256,1177,273025,17,911400,382.26
2001-11-09,194,1272,270886,17,911400,381.86
2001-11-10,227,1029,269295,17,911400,381.56
2001-11-11,288,1197,267492,17,911400,381.22
2001-11-12,823,1170,266803,17,624500,381.09
2001-11-13,728,1074,266117,17,624500,380.96
2001-11-14,611,981,265384,17,624500,380.82
2001-11-15,456,1010,264286,17,624500,380.61
2001-11-16,552,1159,263083,17,624500,380.38
2001-11-17,368,1107,261618,17,624500,380.10
2001-11-18,332,1194,259909,17,624500,379.77
2001-11-19,394,1070,258568,17,624500,379.51
2001-11-20,347,1206,256865,17,624500,379.18
2001-11-21,502,1200,255480,17,624500,378.91
2001-11-22,1325,1146,255835,17,624500,378.98
2001-11-23,1533,1091,256711,17,624500,379.15
2001-11-24,1497,1393,256917,17,624500,379.19
2001-11-25,2745,794,260786,17,577000,379.94
2001-11-26,1552,1133,261618,17,577000,380.10
2001-11-27,1264,1580,260992,17,577000,379.98
2001-11-28,815,1101,260424,17,577000,379.87
2001-11-29,986,771,260837,7,577000,379.95
2001-11-30,1420,868,261932,17,577000,380.16
2001-12-01,1172,1225,261827,13,577000,380.14
2001-12-02,3479,1369,266012,13,577000,380.94
2001-12-03,5311,1072,274421,13,577000,382.52
2001-12-04,2773,1391,277163,13,577000,383.03
2001-12-05,2039,1600,278034,13,577000,383.19
2001-12-06,2348,1607,279503,13,577000,383.46
2001-12-07,1993,1636,280211,13,577000,383.59
2001-12-08,1653,1571,280374,13,577000,383.62
2001-12-09,1336,1475,280048,25,577000,383.56
2001-12-10,1642,1503,280320,2,577000,383.61
2001-12-11,1382,1739,279612,13,577000,383.48
2001-12-12,1553,1717,279286,13,577000,383.42
2001-12-13,2101,1415,280646,13,577000,383.67
2001-12-14,2754,1515,283104,13,577000,384.12
2001-12-15,2301,1523,284647,13,577000,384.40
2001-12-16,1785,1618,284978,13,577000,384.46
2001-12-17,2139,1639,285970,13,577000,384.64
2001-12-18,2800,1602,288346,13,577000,385.07
2001-12-19,2810,1571,290803,13,577000,385.51
2001-12-20,3342,1449,294558,13,577000,386.18
2001-12-21,3722,1925,298123,13,577000,386.81
2001-12-22,2871,1376,301089,13,577000,387.33
2001-12-23,3379,1209,305393,13,577000,388.08
2001-12-24,2507,1366,307657,13,577000,388.47
2001-12-25,1897,1897,307657,13,577000,388.47
2001-12-26,1836,1426,308470,13,577000,388.61
2001-12-27,2137,1493,309747,13,577000,388.83
2001-12-28,3912,1458,314614,13,577000,389.66
2001-12-29,4023,1845,318934,13,577000,390.39
2001-12-30,3949,1056,324673,13,577000,391.35
2001-12-31,7815,1459,337281,13,577000,393.42
2002-01-01,6476,1331,347487,9,577000,395.06
2002-01-02,7047,1411,358666,9,577000,396.82
2002-01-03,9362,1267,374723,9,577000,399.29
2002-01-04,5952,1165,384218,9,577000,400.72
2002-01-05,4473,1724,389670,9,577000,401.53
2002-01-06,4783,1457,396267,9,577000,402.50
2002-01-07,5680,1549,404460,9,577000,403.69
2002-01-08,4662,1428,410875,9,577000,404.61
2002-01-09,4534,1730,416437,9,577000,405.40
2002-01-10,4347,1772,421544,9,577000,406.12
2002-01-11,3658,1636,425555,9,577000,406.68
2002-01-12,3240,1610,428788,9,577000,407.13
2002-01-13,2887,1572,431396,9,577000,407.49
2002-01-14,3045,1548,434365,9,577000,407.90
2002-01-15,3477,1414,438457,9,577000,408.46
2002-01-16,3407,1635,441972,9,577000,408.94
2002-01-17,3445,1544,445743,9,577000,409.45
2002-01-18,3251,1534,449149,9,577000,409.91
2002-01-19,2374,1548,450788,9,577000,410.13
2002-01-20,2031,1842,451162,9,577000,410.18
2002-01-21,1997,1733,451685,9,577000,410.25
2002-01-22,2976,1580,454453,9,577000,410.62
2002-01-23,2794,1549,456922,9,577000,410.95
2002-01-24,2715,1765,458807,9,577000,411.20
2002-01-25,2670,1603,460923,9,577000,411.48
2002-01-26,3515,1649,464625,9,577000,411.97
2002-01-27,4102,1487,469812,9,577000,412.65
2002-01-28,3423,1494,473639,9,577000,413.15
2002-01-29,3481,1500,477568,9,577000,413.66
2002-01-30,2813,1841,479495,9,577000,413.91
2002-01-31,2328,1547,481044,9,577000,414.11
2002-02-01,3553,1631,484856,11,577000,414.60
2002-02-02,2549,1647,486645,11,577000,414.83
2002-02-03,2527,1662,488361,11,577000,415.05
2002-02-04,2323,1769,489460,11,577000,415.19
2002-02-05,2429,1637,491031,11,577000,415.39
2002-02-06,1885,1727,491345,11,577000,415.43
2002-02-07,2284,1571,492759,11,577000,415.61
2002-02-08,3403,1539,496456,11,577000,416.08
2002-02-09,2884,1525,499152,11,577000,416.42
2002-02-10,2688,1729,501055,11,577000,416.66
2002-02-11,3502,1659,504711,11,577000,417.12
2002-02-12,2999,1707,507273,11,586500,417.44
2002-02-13,3124,1591,510314,11,586500,417.82
2002-02-14,2556,1707,511997,11,586500,418.03
2002-02-15,2830,1690,514259,11,586500,418.31
2002-02-16,3004,1537,517168,11,586500,418.67
2002-02-17,3517,1844,520486,11,586500,419.08
2002-02-18,3416,1689,523911,11,577000,419.50
2002-02-19,3786,1607,528234,11,577000,420.03
2002-02-20,11558,1656,547874,11,577000,422.40
2002-02-21,7822,1449,560514,11,577000,423.90
2002-02-22,5750,1538,568869,11,577000,424.88
2002-02-23,5228,1544,576176,11,577000,425.73
2002-02-24,5045,1510,583187,11,577000,426.54
2002-02-25,4433,1758,588492,11,577000,427.15
2002-02-26,4238,1723,593480,11,577000,427.72
2002-02-27,4411,1752,598754,11,577000,428.32
2002-02-28,3492,1668,602372,11,577000,428.73
2002-03-01,4334,1698,607601,34,577000,429.32
2002-03-02,3435,1731,610981,34,577000,429.70
2002-03-03,2399,2175,611426,34,577000,429.75
2002-03-04,2105,2195,611248,34,590500,429.73
2002-03-05,3076,2269,612849,34,590500,429.91
2002-03-06,6421,2175,621271,34,590500,430.85
2002-03-07,12886,1815,643230,34,590500,433.27
2002-03-08,10186,3969,655561,34,590500,434.61
2002-03-09,6197,3958,660003,34,590500,435.09
2002-03-10,5686,3997,663353,34,590500,435.45
2002-03-11,5730,4041,666704,34,610700,435.81
2002-03-12,4506,3896,667914,34,610700,435.94
2002-03-13,4164,4070,668100,34,610700,435.96
2002-03-14,4530,3634,669878,34,610700,436.15
2002-03-15,4912,3636,672409,34,610700,436.42
2002-03-16,3817,3250,673533,34,610700,436.54
2002-03-17,3305,3069,674002,34,610700,436.59
2002-03-18,3089,3089,674002,34,637100,436.59
2002-03-19,3492,3256,674471,34,637100,436.64
2002-03-20,3569,3238,675127,0,637100,436.71
2002-03-21,3583,3130,675970,28,637100,436.80
2002-03-22,4497,3146,678506,72,637100,437.07
2002-03-23,5783,2728,684547,9,637100,437.71
2002-03-24,6761,3407,691181,9,637100,438.41
2002-03-25,5992,2988,697076,32,653700,439.03
2002-03-26,4613,2586,701096,0,653700,439.45
2002-03-27,4796,2544,705499,32,653700,439.91
2002-03-28,5918,2719,711659,93,653700,440.55
2002-03-29,4700,2507,715899,55,653700,440.99
2002-03-30,4688,2893,719292,84,653700,441.34
2002-03-31,3852,3100,720553,116,674300,441.47
2002-04-01,4797,3068,723753,116,674300,441.80
2002-04-02,5508,3383,727839,65,674300,442.22
2002-04-03,6381,3158,734084,75,674300,442.86
2002-04-04,6338,3461,739673,59,674300,443.43
2002-04-05,7173,3448,746950,56,674300,444.17
2002-04-06,4892,3516,749619,30,674300,444.44
2002-04-07,4580,3658,751200,125,674300,444.60
2002-04-08,5330,3913,753868,72,695300,444.87
2002-04-09,6134,4090,757739,92,695300,445.26
2002-04-10,5211,4198,759728,10,695300,445.46
2002-04-11,5594,4241,762313,50,695300,445.72
2002-04-12,4554,4147,763010,56,695300,445.79
2002-04-13,4754,4024,764203,129,695300,445.91
2002-04-14,5051,4238,765198,311,695300,446.01
2002-04-15,6416,4246,769503,0,719200,446.44
2002-04-16,5491,4078,772306,0,719200,446.72
2002-04-17,4134,4184,772206,0,719200,446.71
