datetime,SHA_INFLOW_CFS,SHA_OUTFLOW_CFS,SHA_STORAGE_AF,SHA_EVAP_CFS,SHA_TOC STO_AF,SHA_RES ELE_FEET
2017-07-08,4586,8315,4148492,388,4552100,1053.06
2017-07-09,4361,8292,4140075,313,4552100,1052.76
2017-07-10,5474,8535,4133348,330,4552100,1052.52
2017-07-11,3819,8560,4123258,346,4552100,1052.16
2017-07-12,3930,7931,4114588,370,4552100,1051.85
2017-07-13,3903,7596,4106497,386,4552100,1051.56
2017-07-14,6847,8306,4102871,369,4552100,1051.43
2017-07-15,5104,8269,4095896,352,4552100,1051.18
2017-07-16,4439,7978,4088097,393,4552100,1050.90
2017-07-17,3404,8594,4077269,269,4552100,1050.51
2017-07-18,4369,7362,4070605,367,4552100,1050.27
2017-07-19,4665,7518,4064219,367,4552100,1050.04
2017-07-20,3462,8532,4053436,366,4552100,1049.65
2017-07-21,3400,8756,4042105,357,4552100,1049.24
2017-07-22,3746,8495,4031897,397,4552100,1048.87
2017-07-23,4251,8536,4022821,291,4552100,1048.54
2017-07-24,3989,8569,4012920,412,4552100,1048.18
2017-07-25,3715,9257,4001399,266,4552100,1047.76
2017-07-26,3353,9202,3989080,362,4552100,1047.31
2017-07-27,3977,8443,3979504,362,4552100,1046.96
2017-07-28,4032,7477,3971875,401,4552100,1046.68
2017-07-29,3856,9135,3960704,353,4552100,1046.27
2017-07-30,3925,8649,3950636,352,4552100,1045.90
2017-07-31,4533,8693,3941688,351,4552100,1045.57
2017-08-01,4722,8464,3933553,359,4552100,1045.27
2017-08-02,4315,8543,3924613,279,4552100,1044.94
2017-08-03,4574,8842,3915438,358,4552100,1044.60
2017-08-04,3825,8773,3904915,357,4552100,1044.21
2017-08-05,4097,8533,3895488,317,4552100,1043.86
2017-08-06,3709,8538,3885282,316,4552100,1043.48
2017-08-07,4113,7995,3876956,316,4552100,1043.17
2017-08-08,3738,8419,3867045,316,4552100,1042.80
2017-08-09,4038,8114,3858492,236,4552100,1042.48
2017-08-10,3627,8893,3847534,259,4552100,1042.07
2017-08-11,855,7828,3833160,274,4552100,1041.53
2017-08-12,4420,8943,3823583,305,4552100,1041.17
2017-08-13,3710,8409,3813766,250,4552100,1040.80
2017-08-14,2922,8223,3802649,304,4552100,1040.38
2017-08-15,2292,8835,3789146,265,4552100,1039.87
2017-08-16,3391,9034,3777491,233,4552100,1039.43
2017-08-17,3986,8790,3767425,271,4552100,1039.05
2017-08-18,3449,7957,3757930,279,4552100,1038.69
2017-08-19,3515,8021,3748441,278,4552100,1038.33
2017-08-20,2845,8453,3736859,231,4552100,1037.89
2017-08-21,3664,8567,3726631,254,4552100,1037.50
2017-08-22,3258,9219,3714304,254,4552100,1037.03
2017-08-23,1933,7890,3702032,230,4552100,1036.56
2017-08-24,3704,8065,3692896,245,4552100,1036.21
2017-08-25,3344,8366,3682480,229,4552100,1035.81
2017-08-26,3725,9019,3671571,206,4552100,1035.39
2017-08-27,4177,8972,3661442,312,4552100,1035.00
2017-08-28,3416,8240,3651362,258,4552100,1034.61
2017-08-29,3295,7797,3641799,319,4552100,1034.24
2017-08-30,3070,6970,3633538,265,4552100,1033.92
2017-08-31,3682,6850,3626594,333,4552100,1033.65
2017-09-01,3554,7143,3618877,302,4552100,1033.35
2017-09-02,3506,6705,3611933,302,4552100,1033.08
2017-09-03,3511,6919,3604501,339,4552100,1032.79
2017-09-04,3122,7336,3595799,173,4552100,1032.45
2017-09-05,3766,7336,3588122,300,4552100,1032.15
2017-09-06,3319,6592,3581227,203,4552100,1031.88
2017-09-07,3398,6669,3574352,195,4552100,1031.61
2017-09-08,3708,7576,3566458,112,4552100,1031.30
2017-09-09,3058,7400,3557551,149,4552100,1030.95
2017-09-10,2866,7188,3548682,149,4552100,1030.60
2017-09-11,3105,7135,3540320,186,4552100,1030.27
2017-09-12,2587,6957,3531209,223,4552100,1029.91
2017-09-13,3822,6523,3525410,223,4552100,1029.68
2017-09-14,3994,7077,3518854,222,4552100,1029.42
2017-09-15,2888,6568,3511290,133,4552100,1029.12
2017-09-16,4307,7091,3505504,133,4552100,1028.89
2017-09-17,2399,6947,3496220,133,4552100,1028.52
2017-09-18,3382,7260,3488191,170,4552100,1028.20
2017-09-19,3629,7611,3479928,184,4552100,1027.87
2017-09-20,2582,7380,3470192,110,4552100,1027.48
2017-09-21,3405,7574,3461705,110,4552100,1027.14
2017-09-22,2824,7607,3452000,110,4552100,1026.75
2017-09-23,3660,7683,3443803,110,4552100,1026.42
2017-09-24,3393,8543,3433371,109,4552100,1026.00
2017-09-25,3475,7478,3425215,109,4552100,1025.67
2017-09-26,3341,7344,3417058,109,4552100,1025.34
2017-09-27,3471,7314,3408902,269,4552100,1025.01
2017-09-28,3621,7889,3400047,196,4552100,1024.65
2017-09-29,3499,7635,3391440,203,4552100,1024.30
2017-09-30,3261,7932,3381860,159,4552100,1023.91
2017-10-01,2981,7031,3373541,144,4530788,1023.57
2017-10-02,1106,6876,3361797,151,4509477,1023.09
2017-10-03,3470,6819,3354726,216,4488166,1022.80
2017-10-04,3403,5714,3349857,144,4466854,1022.60
2017-10-05,3187,6697,3342554,172,4445542,1022.30
2017-10-06,3454,6134,3336955,143,4424231,1022.07
2017-10-07,3459,5799,3332102,107,4402920,1021.87
2017-10-08,2688,5634,3326046,107,4381608,1021.62
2017-10-09,3463,6287,3320232,107,4360296,1021.38
2017-10-10,4545,6192,3316356,307,4338985,1021.22
2017-10-11,3753,7305,3309099,107,4317674,1020.92
2017-10-12,3436,7581,3300665,107,4296362,1020.57
2017-10-13,3312,7215,3292713,106,4275050,1020.24
2017-10-14,3611,6785,3286207,106,4253739,1019.97
2017-10-15,3452,6851,3279228,120,4232428,1019.68
2017-10-16,3197,6704,3272007,134,4211116,1019.38
2017-10-17,3264,6541,3265269,120,4189805,1019.10
2017-10-18,3274,6512,3258552,148,4168493,1018.82
2017-10-19,4178,6727,3253285,106,4147182,1018.60
2017-10-20,3772,6599,3247539,70,4125870,1018.36
2017-10-21,4535,6336,3242990,492,4104559,1018.17
2017-10-22,4089,6431,3238205,70,4083248,1017.97
2017-10-23,3769,6998,3231773,14,4061936,1017.70
2017-10-24,3320,7044,3224150,119,4040624,1017.38
2017-10-25,3536,7205,3216526,175,4019313,1017.06
2017-10-26,4039,6903,3210595,126,3998002,1016.81
2017-10-27,4425,6823,3205619,111,3976690,1016.60
2017-10-28,3964,6945,3199458,125,3955378,1016.34
2017-10-29,2904,6841,3191401,125,3934067,1016.00
2017-10-30,3489,6951,3184327,104,3912756,1015.70
2017-10-31,3615,7398,3176781,21,3891444,1015.38
2017-11-01,3860,6932,3170414,138,3870133,1015.11
2017-11-02,3893,7308,3163598,21,3848821,1014.82
2017-11-03,5820,7393,3160314,83,3827510,1014.68
2017-11-04,3777,7199,3153512,7,3806198,1014.39
2017-11-05,3892,6132,3149056,7,3784887,1014.20
2017-11-06,4218,5505,3146476,14,3763575,1014.09
2017-11-07,3251,5091,3142732,48,3742264,1013.93
2017-11-08,5048,5367,3142032,34,3720952,1013.90
2017-11-09,6001,5144,3143665,34,3699641,1013.97
2017-11-10,6232,5017,3146007,34,3678330,1014.07
2017-11-11,5163,4447,3147414,7,3657018,1014.13
2017-11-12,6153,5173,3149291,34,3635706,1014.21
2017-11-13,8973,4827,3157500,7,3614395,1014.56
2017-11-14,5523,4174,3160080,48,3593084,1014.67
2017-11-15,8356,4181,3168292,35,3571772,1015.02
2017-11-16,7846,4734,3174423,21,3550460,1015.28
2017-11-17,7948,4375,3181497,7,3529149,1015.58
2017-11-18,7274,4176,3187628,7,3507838,1015.84
2017-11-19,5476,4385,3189750,21,3486526,1015.93
2017-11-20,5903,4705,3192112,7,3465215,1016.03
2017-11-21,5479,4039,3194955,7,3443903,1016.15
2017-11-22,3606,4540,3193060,21,3422592,1016.07
2017-11-23,2841,4013,3190694,21,3401280,1015.97
2017-11-24,4765,4254,3191638,35,3379969,1016.01
2017-11-25,5032,4414,3192823,21,3358657,1016.06
2017-11-26,11688,4366,3207277,35,3337346,1016.67
2017-11-27,7740,4388,3213912,7,3316034,1016.95
2017-11-28,5861,4508,3216526,35,3294723,1017.06
2017-11-29,5455,4240,3218909,14,3273412,1017.16
2017-11-30,5680,4458,3221291,21,3252100,1017.26
2017-12-01,6437,4615,3224864,21,3252100,1017.41
2017-12-02,5749,4046,3228200,21,3252100,1017.55
2017-12-03,4643,3909,3229629,14,3252100,1017.61
2017-12-04,4058,4404,3228914,14,3252100,1017.58
2017-12-05,3335,4953,3225579,63,3252100,1017.44
2017-12-06,4521,4592,3225341,49,3252100,1017.43
2017-12-07,4594,4298,3225817,56,3252100,1017.45
2017-12-08,4054,4344,3225103,70,3252100,1017.42
2017-12-09,4390,4080,3225579,70,3252100,1017.44
2017-12-10,4784,4354,3226294,70,3252100,1017.47
2017-12-11,3318,4350,3224150,49,3252100,1017.38
2017-12-12,4588,4278,3224626,70,3252100,1017.40
2017-12-13,3422,4969,3221529,14,3252100,1017.27
2017-12-14,3824,4128,3220815,56,3252100,1017.24
2017-12-15,4097,4387,3220100,70,3252100,1017.21
2017-12-16,3684,4695,3217956,70,3252100,1017.12
2017-12-17,3407,4312,3216050,56,3252100,1017.04
2017-12-18,4134,3951,3216288,63,3252100,1017.05
2017-12-19,3919,4583,3214860,56,3252100,1016.99
2017-12-20,3958,4162,3214386,35,3252100,1016.97
2017-12-21,3794,4370,3213201,21,3252100,1016.92
2017-12-22,3400,4320,3211306,35,3252100,1016.84
2017-12-23,4324,4303,3211306,21,3252100,1016.84
2017-12-24,4269,4592,3210595,35,3267042,1016.81
2017-12-25,3886,4329,3209647,35,3281985,1016.77
2017-12-26,3653,4222,3208462,28,3296928,1016.72
2017-12-27,4441,4294,3208699,28,3311870,1016.73
2017-12-28,3283,4323,3206566,35,3326812,1016.64
2017-12-29,3517,4437,3204671,35,3341755,1016.56
2017-12-30,4644,4609,3204671,35,3356698,1016.56
2017-12-31,3598,4519,3202775,35,3371640,1016.48
2018-01-01,4298,4024,3203249,35,3386583,1016.50
2018-01-02,3744,4278,3202064,63,3401525,1016.45
2018-01-03,4472,3622,3203723,14,3416468,1016.52
2018-01-04,5331,3807,3206566,91,3431410,1016.64
2018-01-05,5435,3488,3210358,35,3446353,1016.80
2018-01-06,4890,2480,3215097,21,3461295,1017.00
2018-01-07,4741,3745,3217003,35,3476238,1017.08
2018-01-08,9106,2839,3229391,21,3491180,1017.60
2018-01-09,6683,2819,3237014,21,3506123,1017.92
2018-01-10,5552,3001,3242032,21,3521066,1018.13
2018-01-11,4227,3588,3243230,35,3536008,1018.18
2018-01-12,5595,3657,3247060,7,3550950,1018.34
2018-01-13,5979,3423,3252088,21,3565893,1018.55
2018-01-14,5972,2919,3258074,35,3580836,1018.80
2018-01-15,4786,3062,3261425,35,3595778,1018.94
2018-01-16,4967,3379,3264547,14,3610720,1019.07
2018-01-17,5345,3261,3268638,21,3625663,1019.24
2018-01-18,7006,3587,3275377,21,3640606,1019.52
2018-01-19,5465,3866,3278506,21,3655548,1019.65
2018-01-20,5602,3154,3283319,21,3670491,1019.85
2018-01-21,6668,3633,3289339,0,3700376,1020.10
2018-01-22,6126,3453,3294640,0,3715318,1020.32
2018-01-23,5124,3409,3298014,14,3730261,1020.46
2018-01-24,7829,3670,3306207,28,3745203,1020.80
2018-01-25,6853,3554,3312723,14,3760146,1021.07
2018-01-26,7873,3951,3320474,14,3773870,1021.39
2018-01-27,6630,3678,3326288,21,3787386,1021.63
2018-01-28,6191,3475,3331617,29,3801476,1021.85
2018-01-29,6645,3550,3337685,36,3814948,1022.10
2018-01-30,7307,3777,3344502,93,3827470,1022.38
2018-01-31,6203,3857,3349127,14,3841596,1022.57
2018-02-01,4695,3432,3351561,36,3857934,1022.67
2018-02-02,4387,3340,3353509,65,3874731,1022.75
2018-02-03,5129,3468,3356674,65,3890380,1022.88
2018-02-04,5159,3121,3360574,72,3905977,1023.04
2018-02-05,5291,3986,3363020,72,3921358,1023.14
2018-02-06,6354,3801,3367914,86,3934987,1023.34
2018-02-07,3221,3875,3366446,86,3953891,1023.28
2018-02-08,2826,3494,3364978,72,3969341,1023.22
2018-02-09,5617,3448,3369137,72,3984284,1023.39
2018-02-10,6069,3297,3374520,58,3999226,1023.61
2018-02-11,4532,2994,3377456,58,4014169,1023.73
2018-02-12,5390,4338,3379413,65,4029111,1023.81
2018-02-13,3542,3804,3378679,108,4044054,1023.78
2018-02-14,3721,3649,3378679,72,4058996,1023.78
2018-02-15,4410,3503,3380392,43,4073939,1023.85
2018-02-16,3565,3390,3380637,51,4088882,1023.86
2018-02-17,4991,2717,3385046,51,4103824,1024.04
2018-02-18,5285,2850,3389718,80,4118766,1024.23
2018-02-19,4626,2562,3393653,80,4133709,1024.39
2018-02-20,3253,2925,3394145,80,4148652,1024.41
2018-02-21,3944,3062,3395867,14,4163594,1024.48
2018-02-22,4556,3659,3397588,29,4178537,1024.55
2018-02-23,4256,2381,3401277,15,4193479,1024.70
2018-02-24,4344,2214,3405458,22,4208422,1024.87
2018-02-25,4643,3133,3408409,22,4223364,1024.99
2018-02-26,3740,2986,3409891,7,4238307,1025.05
2018-02-27,3582,2923,3411127,36,4253250,1025.10
2018-02-28,4423,3126,3413598,51,4268192,1025.20
2018-03-01,9003,3198,3424968,73,4283134,1025.66
2018-03-02,6207,3019,3431147,73,4298077,1025.91
2018-03-03,4859,2729,3435358,7,4313020,1026.08
2018-03-04,5271,3010,3439829,7,4327962,1026.26
2018-03-05,4869,3101,3443307,15,4342904,1026.40
2018-03-06,4684,3138,3446287,44,4357847,1026.52
2018-03-07,4822,3018,3449765,51,4372790,1026.66
2018-03-08,5297,3006,3454236,37,4387732,1026.84
2018-03-09,5049,3149,3457962,22,4402674,1026.99
2018-03-10,5786,3115,3463203,29,4417617,1027.20
2018-03-11,6122,2680,3469943,44,4432560,1027.47
2018-03-12,6469,2975,3476683,96,4447502,1027.74
2018-03-13,10763,2922,3492206,15,4462444,1028.36
2018-03-14,14286,971,3518602,7,4455344,1029.41
2018-03-15,15320,2575,3543867,7,4441987,1030.41
2018-03-16,12390,2406,3563656,7,4438174,1031.19
2018-03-17,10789,2050,3580973,8,4439714,1031.87
2018-03-18,10309,3084,3595288,8,4443070,1032.43
2018-03-19,7958,2782,3605524,15,4454030,1032.83
2018-03-20,9996,3134,3619135,0,4450586,1033.36
2018-03-21,12900,2631,3639473,15,4440420,1034.15
2018-03-22,28823,2664,3691330,15,4391142,1036.15
2018-03-23,21588,2181,3729778,23,4496042,1037.62
2018-03-24,17579,2699,3759247,23,4474705,1038.74
2018-03-25,15104,1743,3785703,23,4463383,1039.74
2018-03-26,12463,2538,3805296,47,4460620,1040.48
2018-03-27,11641,1909,3824381,110,4461376,1041.20
2018-03-28,10435,3209,3838480,118,4465666,1041.73
2018-03-29,10320,3308,3852077,157,4471096,1042.24
2018-03-30,9242,2346,3865441,158,4478795,1042.74
2018-03-31,9776,2474,3879642,142,4486264,1043.27
2018-04-01,8974,2046,3893071,158,4495078,1043.77
2018-04-02,8334,2533,3904105,238,4504637,1044.18
2018-04-03,7419,3027,3912470,175,4514771,1044.49
2018-04-04,8441,2960,3922994,175,4524058,1044.88
2018-04-05,8711,3131,3933824,120,4533289,1045.28
2018-04-06,10992,2766,3949822,160,4542266,1045.87
2018-04-07,18932,1892,3983605,8,4552100,1047.11
2018-04-08,14571,1612,4009069,121,4552100,1048.04
2018-04-09,13315,2231,4030797,130,4552100,1048.83
2018-04-10,11212,2594,4047632,130,4552100,1049.44
2018-04-11,11207,2542,4064496,163,4552100,1050.05
2018-04-12,10542,3066,4079212,57,4552100,1050.58
2018-04-13,9429,2905,4091990,82,4552100,1051.04
2018-04-14,9473,3061,4104545,82,4552100,1051.49
2018-04-15,10185,2606,4119334,123,4552100,1052.02
2018-04-16,7732,2637,4129424,8,4539889,1052.38
2018-04-17,7137,2890,4137833,8,4545886,1052.68
2018-04-18,9487,2611,4151307,83,4547485,1053.16
2018-04-19,8131,3096,4161163,66,4550465,1053.51
2018-04-20,6804,3281,4167921,116,4552100,1053.75
2018-04-21,8700,3558,4177790,166,4552100,1054.10
2018-04-22,8708,3079,4188542,208,4552100,1054.48
2018-04-23,6085,3628,4193069,175,4552100,1054.64
2018-04-24,7316,4180,4198727,283,4552100,1054.84
2018-04-25,5613,5320,4199010,150,4552100,1054.85
2018-04-26,6362,5399,4200425,250,4552100,1054.90
2018-04-27,4659,5550,4198161,250,4552100,1054.82
2018-04-28,5651,5928,4197595,8,4552100,1054.80
2018-04-29,4737,6138,4194766,25,4552100,1054.70
2018-04-30,6293,6285,4194766,8,4552100,1054.70
2018-05-01,5513,6228,4193069,141,4552100,1054.64
2018-05-02,5573,6674,4190522,183,4552100,1054.55
2018-05-03,4001,6705,4184581,291,4552100,1054.34
2018-05-04,7660,8065,4183449,166,4552100,1054.30
2018-05-05,4359,7222,4177507,133,4552100,1054.09
2018-05-06,4046,7277,4170737,182,4552100,1053.85
2018-05-07,4361,7669,4163979,99,4552100,1053.61
2018-05-08,5678,8886,4157221,199,4552100,1053.37
2018-05-09,4717,8018,4150181,248,4552100,1053.12
2018-05-10,4181,7898,4142317,248,4552100,1052.84
2018-05-11,4986,8253,4135590,124,4552100,1052.60
2018-05-12,5474,7961,4130265,198,4552100,1052.41
2018-05-13,4812,7856,4123818,206,4552100,1052.18
2018-05-14,3663,8434,4114030,164,4552100,1051.83
2018-05-15,6110,8173,4109287,328,4552100,1051.66
2018-05-16,3875,9386,4098128,115,4552100,1051.26
2018-05-17,4407,9960,4086709,204,4552100,1050.85
2018-05-18,4705,8980,4077824,204,4552100,1050.53
2018-05-19,2518,8713,4065052,244,4552100,1050.07
2018-05-20,2873,9223,4052054,203,4552100,1049.60
2018-05-21,4349,9637,4041276,146,4552100,1049.21
2018-05-22,5218,8960,4033548,154,4552100,1048.93
2018-05-23,7565,8651,4031072,162,4552100,1048.84
2018-05-24,4538,8912,4021996,202,4552100,1048.51
2018-05-25,5607,9466,4014020,162,4552100,1048.22
2018-05-26,4461,9006,4004958,24,4552100,1047.89
2018-05-27,3036,8833,3993460,0,4552100,1047.47
2018-05-28,6355,8848,3988259,129,4552100,1047.28
2018-05-29,4928,9101,3979504,241,4552100,1046.96
2018-05-30,2541,9031,3966153,241,4552100,1046.47
2018-05-31,3809,9064,3955254,240,4552100,1046.07
2018-06-01,5284,8819,3947924,160,4552100,1045.80
2018-06-02,6756,9250,3942501,240,4552100,1045.60
2018-06-03,6120,8262,3937620,319,4552100,1045.42
2018-06-04,5512,8922,3930570,144,4552100,1045.16
2018-06-05,5824,8333,3924883,358,4552100,1044.95
2018-06-06,4533,9112,3915169,318,4552100,1044.59
2018-06-07,4571,9303,3905184,302,4552100,1044.22
2018-06-08,4339,7866,3897637,278,4552100,1043.94
2018-06-09,3290,7624,3888773,135,4552100,1043.61
2018-06-10,3216,7407,3879910,277,4552100,1043.28
2018-06-11,2708,8014,3868915,237,4552100,1042.87
2018-06-12,3298,7484,3860096,260,4552100,1042.54
2018-06-13,5940,8360,3854750,275,4552100,1042.34
2018-06-14,3989,9329,3843535,314,4552100,1041.92
2018-06-15,5727,8096,3838214,314,4552100,1041.72
2018-06-16,3660,8309,3828371,313,4552100,1041.35
2018-06-17,1517,8473,3814295,141,4552100,1040.82
2018-06-18,3670,9975,3801325,234,4552100,1040.33
2018-06-19,3645,9952,3788352,233,4552100,1039.84
2018-06-20,2321,9662,3773252,272,4552100,1039.27
2018-06-21,3548,9447,3761092,232,4552100,1038.81
2018-06-22,2732,8934,3748178,309,4552100,1038.32
2018-06-23,2651,8539,3735810,347,4552100,1037.85
2018-06-24,2988,9782,3721647,346,4552100,1037.31
2018-06-25,1980,10029,3705164,261,4552100,1036.68
2018-06-26,4672,9791,3694463,276,4552100,1036.27
2018-06-27,3689,9394,3682480,336,4552100,1035.81
2018-06-28,2034,9941,3666117,343,4552100,1035.18
2018-06-29,3942,9996,3653430,342,4552100,1034.69
2018-06-30,4354,9915,3641799,303,4552100,1034.24
2018-07-01,2401,10741,3624536,363,4552100,1033.57
2018-07-02,4503,10357,3612447,241,4552100,1033.10
2018-07-03,3403,9606,3599382,384,4552100,1032.59
2018-07-04,2046,9857,3583264,315,4552100,1031.96
2018-07-05,3280,10042,3569259,299,4552100,1031.41
2018-07-06,2854,11908,3550709,298,4552100,1030.68
2018-07-07,3445,11196,3534745,297,4552100,1030.05
2018-07-08,2944,10696,3518854,260,4552100,1029.42
2018-07-09,3235,10666,3503748,185,4552100,1028.82
2018-07-10,2747,9752,3489195,332,4552100,1028.24
2018-07-11,3294,10448,3474436,287,4552100,1027.65
2018-07-12,2437,10538,3457713,330,4552100,1026.98
2018-07-13,3254,11418,3440823,351,4552100,1026.30
2018-07-14,1955,11365,3421507,328,4552100,1025.52
2018-07-15,3183,10204,3406933,327,4552100,1024.93
2018-07-16,2888,10942,3390456,253,4552100,1024.26
2018-07-17,3156,10423,3375499,274,4552100,1023.65
2018-07-18,3421,10622,3360574,324,4552100,1023.04
2018-07-19,2357,10729,3343285,344,4552100,1022.33
2018-07-20,3987,10402,3329922,322,4552100,1021.78
2018-07-21,2769,10897,3313207,299,4552100,1021.09
2018-07-22,3602,9641,3300665,284,4552100,1020.57
2018-07-23,2944,11613,3283078,198,4552100,1019.84
2018-07-24,3881,10821,3268879,219,4552100,1019.25
2018-07-25,3919,10959,3254482,218,4552100,1018.65
2018-07-26,3516,11455,3238205,267,4552100,1017.97
2018-07-27,3030,10811,3222244,266,4552100,1017.30
2018-07-28,3676,13261,3202775,230,4552100,1016.48
2018-07-29,3247,12885,3183148,257,4552100,1015.65
2018-07-30,3595,12138,3165709,249,4552100,1014.91
2018-07-31,3536,12755,3146945,241,4552100,1014.11
2018-08-01,1813,11702,3127330,0,4552100,1013.27
2018-08-02,2271,12235,3107566,0,4552100,1012.42
2018-08-03,2077,12115,3087656,0,4552100,1011.56
2018-08-04,2089,11737,3068520,0,4552100,1010.73
2018-08-05,2647,11678,3050607,0,4552100,1009.95
2018-08-06,2166,11384,3032323,0,4552100,1009.15
2018-08-07,2485,11778,3013891,0,4552100,1008.34
2018-08-08,3723,10356,3000735,0,4552100,1007.76
2018-08-09,3897,10510,2987619,0,4552100,1007.18
2018-08-10,2530,9914,2972973,0,4552100,1006.53
2018-08-11,2951,10655,2957692,0,4552100,1005.85
2018-08-12,1276,9963,2940462,0,4552100,1005.08
2018-08-13,3073,10261,2926205,0,4552100,1004.44
2018-08-14,2618,10347,2910875,0,4552100,1003.75
2018-08-15,2636,9557,2897148,0,4552100,1003.13
2018-08-16,2540,8988,2884358,0,4552100,1002.55
2018-08-17,2641,9743,2870272,0,4552100,1001.91
2018-08-18,1715,8673,2856470,0,4552100,1001.28
2018-08-19,1694,9621,2840747,0,4552100,1000.56
2018-08-20,1833,9518,2825504,0,4552100,999.86
2018-08-21,2213,8671,2812694,0,4552100,999.27
2018-08-22,3190,8867,2801433,0,4552100,998.75
2018-08-23,2570,8340,2789988,0,4552100,998.22
2018-08-24,2570,7570,2773638,0,4552100,997.46
2018-08-25,2862,7844,2763757,0,4552100,997.00
2018-08-26,3059,8552,2752862,0,4552100,996.49
2018-08-27,2346,9337,2738995,0,4552100,995.84
2018-08-28,3103,8995,2727308,0,4552100,995.29
2018-08-29,3000,8983,2715440,0,4552100,994.73
2018-08-30,2706,8566,2703817,0,4552100,994.18
2018-08-31,2244,8507,2691395,0,4552100,993.59
2018-09-01,1846,8625,2677949,0,4552100,992.95
2018-09-02,2023,8874,2664361,0,4552100,992.30
2018-09-03,3260,8099,2654763,0,4552100,991.84
2018-09-04,2757,8837,2642704,0,4552100,991.26
2018-09-05,1880,7628,2631303,0,4552100,990.71
2018-09-06,3616,7682,2623239,0,4552100,990.32
2018-09-07,2594,8004,2612509,0,4552100,989.80
2018-09-08,3063,8039,2602639,0,4552100,989.32
2018-09-09,3724,8072,2594014,0,4552100,988.90
2018-09-10,4052,8383,2585424,0,4552100,988.48
2018-09-11,3230,7870,2576221,0,4552100,988.03
2018-09-12,382,7834,2561440,0,4552100,987.30
2018-09-13,2236,7535,2550693,119,4552100,986.77
2018-09-14,2789,7879,2540326,137,4552100,986.26
2018-09-15,2793,7468,2530817,119,4552100,985.79
2018-09-16,3820,7663,2522973,112,4552100,985.40
2018-09-17,2753,7421,2513528,94,4552100,984.93
2018-09-18,2008,7651,2502125,106,4552100,984.36
2018-09-19,3034,7361,2493333,106,4552100,983.92
2018-09-20,2563,6458,2485375,117,4552100,983.52
2018-09-21,2978,6371,2478413,117,4552100,983.17
2018-09-22,2053,6733,2468899,117,4552100,982.69
2018-09-23,2355,6251,2460987,93,4552100,982.29
2018-09-24,3207,6053,2455054,145,4552100,981.99
2018-09-25,1870,6456,2445612,174,4552100,981.51
2018-09-26,2536,6727,2436956,173,4552100,981.07
2018-09-27,2975,6849,2428929,173,4552100,980.66
2018-09-28,2320,6684,2419931,172,4552100,980.20
2018-09-29,2959,6655,2412317,143,4552100,979.81
2018-09-30,3501,7078,2405109,57,4552100,979.44
2018-10-01,3280,6210,2399264,17,4530788,979.14
2018-10-02,2696,6991,2390724,11,4509477,978.70
2018-10-03,4088,6099,2386656,40,4488166,978.49
2018-10-04,2741,6396,2379294,57,4466854,978.11
2018-10-05,2707,5599,2373503,28,4445542,977.81
2018-10-06,4609,5261,2372155,28,4424231,977.74
2018-10-07,2666,6466,2364449,85,4402920,977.34
2018-10-08,2956,6849,2356559,85,4381608,976.93
2018-10-09,2914,6994,2348132,169,4360296,976.49
2018-10-10,1965,6732,2338366,157,4338985,975.98
2018-10-11,2959,6496,2331128,112,4317674,975.60
2018-10-12,2613,7206,2321795,112,4296362,975.11
2018-10-13,3183,6424,2315156,106,4275050,974.76
2018-10-14,3253,7124,2307203,139,4253739,974.34
2018-10-15,3676,6715,2300954,111,4232428,974.01
2018-10-16,1238,6796,2289656,138,4211116,973.41
2018-10-17,3136,7268,2281187,138,4189805,972.96
2018-10-18,3919,6184,2276507,94,4168493,972.71
2018-10-19,4314,6953,2271077,99,4147182,972.42
2018-10-20,1666,7022,2260236,110,4125870,971.84
2018-10-21,2389,6955,2250929,126,4104559,971.34
2018-10-22,3301,7035,2243490,16,4083248,970.94
2018-10-23,2685,6429,2235902,82,4061936,970.53
2018-10-24,2545,4889,2231090,82,4040624,970.27
2018-10-25,2738,5547,2225357,81,4019313,969.96
2018-10-26,3110,5812,2219837,81,3998002,969.66
2018-10-27,2341,5485,2213580,11,3976690,969.32
2018-10-28,2766,5293,2208428,70,3955378,969.04
2018-10-29,2892,6345,2201472,54,3934067,968.66
2018-10-30,3249,5865,2196167,59,3912756,968.37
2018-10-31,3558,6086,2191045,54,3891444,968.09
2018-11-01,1467,6418,2181214,5,3870133,967.55
2018-11-02,3109,5532,2176303,53,3848821,967.28
2018-11-03,1982,5038,2170125,59,3827510,966.94
2018-11-04,3641,4859,2167593,59,3806198,966.80
2018-11-05,3904,4430,2166508,21,3784887,966.74
2018-11-06,2282,3999,2162892,106,3763575,966.54
2018-11-07,2950,3991,2160722,53,3742264,966.42
2018-11-08,2887,4475,2157467,53,3720952,966.24
2018-11-09,2975,4472,2154393,53,3699641,966.07
2018-11-10,3490,3722,2153850,42,3678330,966.04
2018-11-11,3916,3751,2154031,74,3657018,966.05
2018-11-12,2814,3649,2152228,74,3635706,965.95
2018-11-13,2855,3714,2150251,138,3614395,965.84
2018-11-14,2676,3722,2148093,42,3593084,965.72
2018-11-15,3272,3773,2147015,42,3571772,965.66
2018-11-16,3470,2975,2147914,42,3550460,965.71
2018-11-17,2548,3871,2145217,37,3529149,965.56
2018-11-18,3736,3880,2144858,37,3507838,965.54
2018-11-19,3017,3812,2143240,21,3486526,965.45
