datetime,ORO_INFLOW_CFS,ORO_OUTFLOW_CFS,ORO_STORAGE_AF
2017-02-26 21:00:00,24255,49915,2681770
2017-02-26 22:00:00,20371,49760,2678785
2017-02-26 23:00:00,21275,49914,2677098
2017-02-27 00:00:00,21958,49883,2674233
2017-02-27 01:00:00,12540,49968,2670732
2017-02-27 02:00:00,16188,50044,2668660
2017-02-27 03:00:00,26891,50016,2666847
2017-02-27 04:00:00,18176,50025,2663354
2017-02-27 05:00:00,23599,50030,2662319
2017-02-27 06:00:00,19002,49979,2658184
2017-02-27 07:00:00,10290,47446,2655989
2017-02-27 08:00:00,22138,44983,2653924
2017-02-27 09:00:00,17735,40036,2651603
2017-02-27 10:00:00,32060,36035,2652377
2017-02-27 11:00:00,32060,36035,2651345
2017-02-27 12:00:00,20738,30142,2650314
2017-02-27 13:00:00,21681,0,2651087
2017-02-27 14:00:00,24089,0,2652892
2017-02-27 15:00:00,23539,0,2654828
2017-02-27 16:00:00,2673,0,2653408
2017-02-27 17:00:00,982,0,2655085
2017-02-27 18:00:00,18108,0,2656247
2017-02-27 19:00:00,20715,0,2658442
2017-02-27 20:00:00,22341,0,2659992
2017-02-27 21:00:00,22036,0,2662061
2017-02-27 22:00:00,22127,0,2663742
2017-02-27 23:00:00,20591,0,2665424
2017-02-28 00:00:00,20399,0,2666977
