datetime,ORO_INFLOW_CFS,ORO_OUTFLOW_CFS,ORO_STORAGE_AF,ORO_EVAP_CFS,ORO_TOC STO_AF,ORO_RES ELE_FEET
2000-10-01,2982,762,1923917,96,,775.15
2000-10-02,2335,5030,1918372,100,,774.61
2000-10-03,2771,4262,1915194,111,,774.30
2000-10-04,3377,4491,1912634,74,,774.05
2000-10-05,2557,4189,1909361,70,,773.73
2000-10-06,2197,5237,1903235,100,,773.13
2000-10-07,2143,3662,1900076,74,,772.82
2000-10-08,2599,117,1904970,66,,773.30
2000-10-09,2190,4188,1900483,59,,772.86
2000-10-10,2335,4641,1896106,55,,772.43
2000-10-11,2745,4896,1891838,0,,772.01
2000-10-12,3174,4479,1889098,26,,771.74
2000-10-13,2032,4043,1885146,33,,771.35
2000-10-14,3020,3355,1884336,73,,771.27
2000-10-15,2595,862,1887679,47,,771.60
2000-10-16,2478,5745,1881098,51,,770.95
2000-10-17,1734,6081,1872316,80,,770.08
2000-10-18,3157,6566,1865473,95,3149500,769.40
2000-10-19,2675,5278,1859949,80,3154700,768.85
2000-10-20,819,3929,1853737,73,3154700,768.23
2000-10-21,984,3435,1855200,18,3159200,768.23
2000-10-22,988,-3209,1856742,112,3163000,768.53
2000-10-23,1561,5120,1849838,123,3163000,767.84
2000-10-24,2042,5341,1843052,72,3163000,767.16
2000-10-25,2944,4551,1839766,50,3155800,766.83
2000-10-26,1948,3395,1837080,7,3151700,766.56
2000-10-27,3062,5862,1831023,4,3156300,765.95
2000-10-28,3045,3127,1831122,18,3090800,765.96
2000-10-29,4229,-2960,1845346,19,3079200,767.39
2000-10-30,3014,6353,1838671,25,3079400,766.72
2000-10-31,2547,4498,1834695,4,3085700,766.32
2000-11-01,2127,5340,1828346,37,3085700,765.68
2000-11-02,2861,6530,1821024,22,3092800,764.94
2000-11-03,2483,4586,1816780,37,3106800,764.51
2000-11-04,3153,461,1821914,103,3113700,765.03
2000-11-05,2676,-2003,1831023,37,3120400,765.95
2000-11-06,2019,3895,1827355,22,3127000,765.59
2000-11-07,3008,5037,1823199,67,3132800,765.15
2000-11-08,1743,6003,1814611,70,3138000,764.28
2000-11-09,2460,6569,1806052,8,3142500,763.42
2000-11-10,3019,4429,1803402,26,3137800,763.15
2000-11-11,2320,4239,1799677,8,3138300,762.77
2000-11-12,2512,-2678,1809984,44,3142800,763.82
2000-11-13,2440,5083,1804482,32,3137200,763.26
2000-11-14,1888,6220,1795860,15,3132700,762.38
2000-11-15,2172,6996,1786390,0,3136900,761.41
2000-11-16,3051,4460,1783469,15,3141900,761.11
2000-11-17,2493,2460,1783566,33,3146300,761.12
2000-11-18,2520,3710,1781134,36,3150500,760.87
2000-11-19,2385,-4607,1794882,11,3156200,762.28
2000-11-20,2457,3277,1793318,18,3159100,762.12
2000-11-21,1898,5414,1785903,26,3163000,761.36
2000-11-22,2908,5011,1782010,7,3163000,760.96
2000-11-23,1728,-2700,1790193,7,3163000,761.80
2000-11-24,1058,3611,1785903,4,3163000,761.36
2000-11-25,2263,3570,1783080,18,3163000,761.07
2000-11-26,1555,-1691,1789705,4,3163000,761.75
2000-11-27,2258,5549,1783080,0,3163000,761.07
2000-11-28,1590,5460,1775405,0,3163000,760.28
2000-11-29,3246,7199,1767642,4,3154800,759.48
2000-11-30,2818,5730,1761744,13,3159300,758.87
2000-12-01,2419,7020,1752778,17,3163000,757.94
2000-12-02,2585,2419,1752778,20,3163000,757.94
2000-12-03,1922,-906,1758558,10,3163000,758.54
2000-12-04,2046,6405,1750181,10,3163000,757.67
2000-12-05,2606,3996,1747203,14,3163000,757.36
2000-12-06,2039,9513,1732367,7,3163000,755.81
2000-12-07,2401,2972,1731031,7,3163000,755.67
2000-12-08,3177,3988,1729602,7,3163000,755.52
2000-12-09,2429,1884,1730459,17,3163000,755.61
2000-12-10,3060,-3113,1742504,4,3163000,756.87
2000-12-11,2845,5548,1737143,0,3163000,756.31
2000-12-12,3244,4449,1735041,0,3162300,756.09
2000-12-13,3317,5812,1729411,7,3131600,755.50
2000-12-14,4017,5790,1726267,4,3113800,755.17
2000-12-15,3161,3205,1726553,4,3115000,755.20
2000-12-16,3603,1521,1731127,17,3119700,755.68
2000-12-17,3665,-2417,1742312,10,3125200,756.85
2000-12-18,2814,2526,1742791,47,3130100,756.90
2000-12-19,3653,3636,1741354,17,3134400,756.75
2000-12-20,2496,8444,1729124,27,3139000,755.47
2000-12-21,2296,4162,1725696,7,3139900,755.11
2000-12-22,3222,3641,1724269,13,3141400,754.96
2000-12-23,2786,2875,1724840,7,3145300,755.02
2000-12-24,2405,-669,1730841,0,3149600,755.65
2000-12-25,2643,1747,1732940,30,3154700,755.87
2000-12-26,2527,2321,1733035,13,3159700,755.88
2000-12-27,2852,4374,1730078,17,3163000,755.57
2000-12-28,1674,3089,1727220,27,3163000,755.27
2000-12-29,2765,3897,1724935,20,3163000,755.03
2000-12-30,2183,2604,1724079,10,3163000,754.94
2000-12-31,2211,1772,1724935,7,3163000,755.03
2001-01-01,2169,2057,1725125,17,3163000,755.05
2001-01-02,1443,4214,1719613,9,3163000,754.47
2001-01-03,2610,5134,1713924,9,3163000,753.87
2001-01-04,2247,6987,1705038,26,3163000,752.93
2001-01-05,1598,5576,1697218,12,3163000,752.10
2001-01-06,2882,3199,1696467,15,3163000,752.02
2001-01-07,2111,3,1700795,21,3163000,752.48
2001-01-08,2649,2788,1700707,3,3163000,752.48
2001-01-09,3098,3430,1699760,0,3163000,752.37
2001-01-10,3379,3753,1697877,6,3127500,752.17
2001-01-11,3744,4812,1696937,23,3110300,752.07
2001-01-12,3310,3156,1697031,12,3114100,752.08
2001-01-13,2981,1507,1699948,3,3118900,752.39
2001-01-14,2524,1230,1702586,12,3124900,752.67
2001-01-15,2425,3304,1700795,23,3130800,752.48
2001-01-16,1787,5548,1693278,32,3135000,751.68
2001-01-17,2549,5159,1687926,38,3140600,751.11
2001-01-18,3071,4515,1684929,20,3146500,750.79
2001-01-19,2341,1344,1686895,6,3151800,751.00
2001-01-20,2476,-615,1692896,18,3154400,751.64
2001-01-21,2274,-3143,1703811,9,3159400,752.80
2001-01-22,2272,1309,1705604,12,3160700,752.99
2001-01-23,2415,1535,1705799,23,3136600,753.15
2001-01-24,2853,2978,1707115,18,3127100,753.15
2001-01-25,3225,3537,1706555,21,3089900,753.08
2001-01-26,2981,4685,1703158,9,3089400,752.71
2001-01-27,2620,-1290,1710902,6,3094800,753.54
2001-01-28,2736,-7008,1730181,24,3099600,755.56
2001-01-29,2724,-1483,1738387,18,3094300,756.44
2001-01-30,1894,1780,1738673,18,3099600,756.47
2001-01-31,2974,3679,1737048,18,3103200,756.30
2001-02-01,2511,3020,1736196,21,3108800,756.21
2001-02-02,2427,2713,1735622,3,3114200,756.14
2001-02-03,1666,1230,1736482,3,3118900,756.22
2001-02-04,1612,-5572,1750672,30,3123400,757.72
2001-02-05,1457,2056,1749422,30,3128400,757.58
2001-02-06,2295,2752,1748461,27,3130700,757.48
2001-02-07,1855,1978,1748173,22,3135900,757.44
2001-02-08,1852,1423,1748941,41,3137000,757.54
2001-02-09,3385,2100,1751441,25,3098500,757.79
2001-02-10,2405,1852,1752499,19,3054200,757.90
2001-02-11,4019,797,1758858,17,3005200,758.57
2001-02-12,2637,2337,1759437,8,3005700,758.57
2001-02-13,2896,3306,1758569,28,3015100,758.52
2001-02-14,2276,2516,1757990,52,3024800,758.52
2001-02-15,2543,3337,1756351,33,3031700,758.30
2001-02-16,2166,3992,1752692,19,3039900,757.92
2001-02-17,1910,1101,1754232,33,3036900,758.08
2001-02-18,2533,-2300,1769493,0,3031900,759.64
2001-02-19,4093,1651,1774337,0,3001600,760.16
2001-02-20,5930,1708,1782690,11,2967700,761.02
2001-02-21,8956,1025,1798404,8,2923800,762.62
2001-02-22,6923,1669,1808803,11,2901700,763.69
2001-02-23,4778,2029,1814216,20,2911800,764.25
2001-02-24,4404,1849,1819246,20,2888100,764.75
2001-02-25,4223,-4617,1836781,0,2893600,766.52
2001-02-26,3692,2366,1839367,23,2903400,766.74
2001-02-27,3715,2594,1841458,67,2916400,766.99
2001-02-28,3038,2624,1842155,63,2928600,767.07
2001-03-01,2893,2431,1842853,60,2937400,767.14
2001-03-02,3004,3934,1840960,24,2937400,766.95
2001-03-03,2686,2988,1840463,0,2937400,766.90
2001-03-04,4432,-4541,1858244,8,2889800,768.65
2001-03-05,7983,2911,1868188,8,2871800,769.67
2001-03-06,5908,5395,1869195,6,2883300,769.77
2001-03-07,5011,1676,1875643,30,2894900,770.41
2001-03-08,4564,2601,1879480,28,2906200,770.79
2001-03-09,5350,2329,1885450,11,2910700,771.38
2001-03-10,4411,2888,1888186,41,2921500,771.65
2001-03-11,3539,-4500,1904357,39,2932000,773.24
2001-03-12,3995,3985,1904357,62,2942200,773.24
2001-03-13,3261,3728,1903338,47,2952000,773.14
2001-03-14,3557,3499,1903235,58,2961600,773.13
2001-03-15,3401,3405,1903133,47,2970900,773.12
2001-03-16,2906,1547,1905684,22,2970900,773.37
2001-03-17,3063,695,1910282,50,2988700,773.82
2001-03-18,2942,-4804,1925253,42,2997100,775.28
2001-03-19,3792,3531,1925870,53,3005400,775.34
2001-03-20,5148,1553,1932977,65,3013300,776.03
2001-03-21,6196,1561,1941965,51,3019600,776.90
2001-03-22,5068,1561,1948907,59,3029100,777.57
2001-03-23,5287,1167,1957116,34,3034400,778.36
2001-03-24,5902,1661,1965141,37,3026500,779.13
2001-03-25,9066,-5020,1993151,40,3022400,781.80
2001-03-26,8365,3650,2002340,55,3031800,782.67
2001-03-27,5497,2032,2009331,46,3036000,783.33
2001-03-28,5786,1396,2018042,52,3044100,784.15
2001-03-29,6185,1229,2027739,67,3048400,785.06
2001-03-30,6161,585,2038756,76,3048400,786.09
2001-03-31,5714,764,2048202,79,3048400,786.97
2001-04-01,5241,-2162,2062755,67,3076300,788.32
2001-04-02,4661,5738,2061350,67,3091800,788.19
2001-04-03,5390,2671,2065782,49,3107600,788.60
2001-04-04,3766,1412,2070438,61,3124300,789.03
2001-04-05,3636,1060,2074776,61,3124300,789.43
2001-04-06,3323,852,2080206,62,3129600,789.93
2001-04-07,4172,-384,2088917,0,3118500,790.73
2001-04-08,3208,-3585,2102469,15,3129000,791.97
2001-04-09,3005,1355,2105868,47,3145000,792.28
2001-04-10,1901,2066,2107184,56,3161400,792.40
2001-04-11,3618,2287,2107952,59,3168000,792.47
2001-04-12,2568,2191,2108611,44,3183200,792.53
2001-04-13,2346,1739,2109270,53,3199300,792.59
2001-04-14,3165,1065,2113554,50,3215200,792.98
2001-04-15,2483,-2729,2124018,47,3230900,793.93
2001-04-16,2902,2565,2124460,59,3245900,793.97
2001-04-17,3133,3010,2124570,68,3261300,793.98
2001-04-18,3292,2719,2125784,71,3261300,794.09
2001-04-19,4488,3664,2127110,44,3261300,794.21
2001-04-20,4574,2644,2130867,36,3261300,794.55
2001-04-21,4056,477,2137954,6,3261300,795.19
2001-04-22,4032,-4087,2153736,50,3273700,796.61
2001-04-23,3553,2706,2155520,60,3273700,796.77
2001-04-24,3766,4271,2154182,57,3273700,796.65
2001-04-25,5144,4521,2155408,117,3273700,796.76
2001-04-26,5723,4653,2157304,57,3273700,796.93
2001-04-27,5780,2525,2163670,102,3273700,797.50
2001-04-28,5875,2065,2170945,86,3273700,798.15
2001-04-29,5051,-3863,2188701,76,3382000,799.73
2001-04-30,5058,5159,2188476,70,3382000,799.71
2001-05-01,5304,4138,2190505,87,3382000,799.89
2001-05-02,5281,4019,2192874,125,3382000,800.10
2001-05-03,4426,5239,2190730,153,3382000,799.91
2001-05-04,4192,4958,2189036,144,3382000,799.91
2001-05-05,3906,4292,2188022,125,3382000,799.91
2001-05-06,4089,-4009,2203836,125,3382000,799.91
2001-05-07,884,7314,2197956,122,3382000,800.55
2001-05-08,8857,5884,2196487,129,3521000,800.42
2001-05-09,5024,6651,2193100,138,3521000,800.12
2001-05-10,5219,5543,2192197,131,3521000,800.04
2001-05-11,5201,5573,2191065,140,3521000,799.95
2001-05-12,5029,5185,2190501,128,3521000,799.88
2001-05-13,4459,-2313,2203727,106,3538000,801.06
2001-05-14,3594,5848,2199088,85,3538000,800.65
2001-05-15,4319,6023,2195584,63,3538000,800.34
2001-05-16,3702,5413,2192197,53,3538000,800.04
2001-05-17,2993,5940,2186110,122,3538000,799.50
2001-05-18,3362,4675,2183183,106,3538000,799.24
2001-05-19,3693,3475,2183408,162,3538000,799.26
2001-05-20,2946,1495,2186223,147,3538000,799.51
2001-05-21,3753,5107,2182958,178,3538000,799.22
2001-05-22,3034,6057,2176665,149,3538000,798.66
2001-05-23,2484,6320,2168704,122,3538000,797.95
2001-05-24,3028,7282,2159982,143,3538000,797.17
2001-05-25,1961,7328,2149059,139,3538000,796.19
2001-05-26,2032,3326,2146279,108,3538000,795.94
2001-05-27,2166,-1991,2154293,117,3538000,796.66
2001-05-28,1335,1458,2153847,102,3538000,796.62
2001-05-29,1425,6050,2144502,87,3538000,795.78
2001-05-30,1940,8188,2131752,123,3538000,794.63
2001-05-31,1934,8341,2118837,160,3538000,793.46
2001-06-01,1036,5697,2109160,162,3538000,792.58
2001-06-02,1485,3177,2105648,134,3538000,792.26
2001-06-03,1369,2750,2102688,111,3538000,791.99
2001-06-04,1603,5166,2095360,133,3538000,791.31
2001-06-05,666,6036,2084450,130,3538000,790.32
2001-06-06,2168,5782,2076947,113,3538000,789.63
2001-06-07,924,8101,2062539,142,3538000,788.30
2001-06-08,1905,8224,2049170,150,3538000,787.06
2001-06-09,593,7051,2037042,143,3538000,785.93
2001-06-10,1038,2371,2033831,124,3538000,785.63
2001-06-11,1862,5097,2027099,105,3538000,785.00
2001-06-12,2197,3098,2025285,68,3538000,784.83
2001-06-13,1421,5193,2017403,148,3538000,784.09
2001-06-14,1824,6692,2007423,163,3538000,783.15
2001-06-15,1760,6102,1998428,138,3538000,782.30
2001-06-16,1318,3645,1993573,174,3538000,781.84
2001-06-17,810,3645,1991570,140,3538000,781.65
2001-06-18,2175,4405,1986516,159,3538000,781.17
2001-06-19,1922,2017,1986411,170,3538000,781.16
2001-06-20,1622,4583,1980212,164,3538000,780.57
2001-06-21,2854,8237,1969110,161,3538000,779.51
2001-06-22,1763,7245,1957428,145,3538000,778.39
2001-06-23,795,4144,1950983,162,3538000,777.77
2001-06-24,1241,1693,1949841,124,3538000,777.66
2001-06-25,1734,4452,1943828,105,3538000,777.08
2001-06-26,2740,4947,1937829,36,3538000,776.50
2001-06-27,1183,2690,1936899,57,3538000,776.41
2001-06-28,2036,3218,1934421,15,3538000,776.17
2001-06-29,1360,6251,1924431,95,3538000,775.20
2001-06-30,1129,4105,1918269,131,3538000,774.60
2001-07-01,1145,1304,1917654,151,3538000,774.54
2001-07-02,2034,4339,1913760,173,3538000,774.16
2001-07-03,2281,6051,1904459,197,3538000,773.25
2001-07-04,1519,4134,1899261,159,3538000,772.74
2001-07-05,1789,6966,1888794,100,3538000,771.71
2001-07-06,2101,6632,1879178,164,3538000,770.76
2001-07-07,1492,2979,1876350,143,3538000,770.48
2001-07-08,1156,959,1876451,146,3538000,770.49
2001-07-09,1527,5408,1868490,136,3538000,770.49
2001-07-10,1100,3002,1864367,126,3538000,769.29
2001-07-11,2309,4770,1859548,119,3538000,768.81
2001-07-12,1509,5182,1851737,113,3538000,768.03
2001-07-13,2352,5021,1846443,101,3538000,767.50
2001-07-14,1295,1163,1846343,132,3538000,767.49
2001-07-15,1177,1375,1845744,104,3538000,767.43
2001-07-16,702,5057,1836881,113,3538000,766.54
2001-07-17,1645,5398,1829139,101,3538000,765.76
2001-07-18,1286,6262,1819049,110,3538000,764.74
2001-07-19,1486,7234,1806445,112,3538000,763.46
2001-07-20,1587,5233,1799579,114,3538000,762.76
2001-07-21,1196,3851,1794588,108,3538000,762.25
2001-07-22,1354,706,1795566,105,3538000,762.35
2001-07-23,1086,5299,1787072,119,3538000,761.48
2001-07-24,2508,4833,1782301,129,3538000,760.99
2001-07-25,1354,5643,1772884,116,3538000,760.02
2001-07-26,1255,6608,1762516,113,3538000,758.95
2001-07-27,1638,6623,1752297,118,3538000,757.89
2001-07-28,1622,1622,1752201,145,3538000,757.88
2001-07-29,1018,1376,1750566,127,3538000,757.71
2001-07-30,1620,5583,1742600,130,3538000,756.88
2001-07-31,1000,7042,1730936,106,3538000,755.66
2001-08-01,1293,6882,1719613,120,3538000,754.47
2001-08-02,1574,5653,1711274,126,3538000,753.59
2001-08-03,1583,6117,1701926,132,3538000,752.60
2001-08-04,1701,1395,1702303,116,3538000,752.64
2001-08-05,1160,1332,1702114,113,3538000,752.62
2001-08-06,1189,5759,1692520,125,3538000,751.60
2001-08-07,1554,6515,1682498,140,3538000,750.53
2001-08-08,2015,5913,1675777,148,3538000,749.81
2001-08-09,998,6426,1663320,148,3538000,748.47
2001-08-10,1591,5106,1656099,126,3538000,747.69
2001-08-11,1361,1294,1655914,113,3538000,747.67
2001-08-12,1121,1235,1655544,119,3538000,747.63
2001-08-13,1511,6477,1645492,102,3538000,746.54
2001-08-14,1471,6594,1635118,107,3538000,745.41
2001-08-15,1599,5713,1626705,127,3538000,744.49
2001-08-16,1979,5611,1619415,136,3538000,743.69
2001-08-17,987,6407,1608160,162,3538000,742.45
2001-08-18,1229,3293,1603908,126,3538000,741.98
2001-08-19,1529,1580,1603366,132,3538000,741.92
2001-08-20,1201,4938,1595699,129,3538000,741.07
2001-08-21,1457,4846,1588866,102,3538000,740.31
2001-08-22,1307,4702,1581874,84,3538000,739.53
2001-08-23,2144,2826,1580353,84,3538000,739.36
2001-08-24,1550,7084,1569200,89,3538000,738.11
2001-08-25,676,3756,1562979,100,3538000,737.41
2001-08-26,1884,17,1566443,120,3538000,737.80
2001-08-27,1483,4358,1560496,124,3538000,737.13
2001-08-28,358,4551,1551913,135,3538000,736.16
2001-08-29,469,2397,1547767,117,3538000,735.69
2001-08-30,420,3557,1541429,103,3538000,734.97
2001-08-31,647,1586,1539321,80,3538000,734.73
2001-09-01,356,1016,1537917,93,3538000,734.57
2001-09-02,1152,-1383,1542660,99,3538000,735.11
2001-09-03,369,1632,1539936,110,3538000,734.80
2001-09-04,-36,3885,1531870,102,3538000,733.88
2001-09-05,437,3306,1525928,128,3538000,733.20
2001-09-06,248,4250,1518000,83,3538000,732.29
2001-09-07,212,4075,1510174,77,3538000,731.39
2001-09-08,369,921,1508961,103,3538000,731.25
2001-09-09,1023,17,1509480,88,3538000,731.31
2001-09-10,491,2298,1506883,71,3538000,731.01
2001-09-11,992,5530,1496868,77,3538000,729.85
2001-09-12,7,1940,1493684,65,3538000,729.48
2001-09-13,481,1798,1491019,70,3538000,729.17
2001-09-14,1178,1570,1490246,85,3538000,729.08
2001-09-15,453,582,1489731,88,3538000,729.02
2001-09-16,980,21,1491363,93,3538000,729.21
2001-09-17,1380,1784,1491105,73,3538000,729.18
2001-09-18,1982,1776,1490074,76,3538000,729.06
2001-09-19,1851,1509,1491105,82,3538000,729.18
2001-09-20,934,1325,1490246,85,3538000,729.08
2001-09-21,1751,1851,1489817,117,3538000,729.03
2001-09-22,2324,807,1492652,88,3538000,729.36
2001-09-23,1820,257,1495577,88,3538000,729.70
2001-09-24,1424,2860,1492738,82,3538000,729.37
2001-09-25,1808,3497,1489130,44,3538000,728.95
2001-09-26,1706,2187,1488015,82,3538000,728.82
2001-09-27,2324,4115,1484416,67,3538000,728.40
2001-09-28,2001,1804,1484586,67,3538000,728.42
2001-09-29,1846,2121,1483902,70,3538000,728.34
2001-09-30,1971,17,1487500,96,3538000,728.76
2001-10-01,2060,5285,1480651,143,3538000,727.96
2001-10-02,1716,2775,1478600,148,3538000,727.72
2001-10-03,2181,3336,1476040,136,3538000,727.42
2001-10-04,2124,2582,1475016,101,3538000,727.30
2001-10-05,2786,2507,1475272,65,3288000,727.33
2001-10-06,2067,767,1477746,52,3250500,727.62
2001-10-07,2134,13,1481848,52,3250500,728.10
2001-10-08,1962,1744,1482190,46,3250500,728.14
2001-10-09,1087,2005,1480309,74,3250500,727.92
2001-10-10,1894,2589,1478771,80,3250500,727.74
2001-10-11,1949,3506,1475442,77,3250500,727.35
2001-10-12,2888,3870,1473482,92,3250500,727.12
2001-10-13,1820,2798,1471098,138,3250500,726.84
2001-10-14,2987,3615,1469907,101,3250500,726.70
2001-10-15,1809,3388,1466423,49,3250500,726.29
2001-10-16,2920,2595,1467442,68,3250500,726.41
2001-10-17,2700,3800,1464641,55,3250500,726.08
2001-10-18,3472,3799,1463029,58,3250500,725.89
2001-10-19,2183,3367,1461250,55,3250500,725.68
2001-10-20,2755,3164,1461504,61,3250500,725.71
2001-10-21,2648,3660,1458541,55,3250500,725.36
2001-10-22,2432,3147,1455920,52,3250500,725.05
2001-10-23,1642,3983,1452374,43,3250500,724.63
2001-10-24,1556,4035,1447152,70,3250500,724.01
2001-10-25,729,3597,1441354,55,3250500,723.32
2001-10-26,1305,3406,1436996,55,3250500,722.80
2001-10-27,2151,2814,1435656,55,3250500,722.64
2001-10-28,2381,3236,1433816,30,3250500,722.42
2001-10-29,2493,3265,1432312,28,3250500,722.24
2001-10-30,3488,3380,1432897,24,3250500,722.31
2001-10-31,2893,2893,1433398,0,3250500,722.37
2001-11-01,1654,3015,1429724,28,3250500,721.93
2001-11-02,2152,3004,1427889,31,3250500,721.71
2001-11-03,275,3398,1421813,25,3250500,720.98
2001-11-04,262,2891,1416252,49,3250500,720.31
2001-11-05,660,2863,1411863,52,3250500,719.78
2001-11-06,762,2900,1407566,28,3250500,719.26
2001-11-07,558,2896,1402784,31,3250500,718.68
2001-11-08,701,2866,1398506,34,3250500,718.16
2001-11-09,655,2809,1394156,40,3250500,717.63
2001-11-10,266,2786,1389078,40,3250500,717.01
2001-11-11,-67,2339,1384340,24,3250500,716.43
2001-11-12,2379,2290,1384421,6,3163000,716.44
2001-11-13,2091,2852,1382871,21,3163000,716.25
2001-11-14,961,2851,1379205,0,3163000,715.80
2001-11-15,1503,2945,1374246,18,3163000,715.19
2001-11-16,1396,2837,1369380,12,3163000,714.59
2001-11-17,1285,1497,1366951,12,3163000,714.29
2001-11-18,968,3,1366871,6,3163000,714.28
2001-11-19,1471,1804,1364203,12,3163000,713.95
2001-11-20,1943,1672,1362022,21,3163000,713.68
2001-11-21,3835,1084,1366628,9,3163000,714.25
2001-11-22,8949,206,1385564,15,3163000,716.58
2001-11-23,4287,227,1392680,18,3163000,717.45
2001-11-24,7349,464,1406328,46,3163000,719.11
2001-11-25,5120,429,1415671,22,2993300,720.24
2001-11-26,2930,2158,1416998,13,2993300,720.40
2001-11-27,1805,3965,1412690,13,2993300,719.88
2001-11-28,3066,1782,1415423,22,2993300,720.21
2001-11-29,3573,2439,1417495,6,2993300,720.46
2001-11-30,2190,2483,1416920,0,2993300,720.38
2001-12-01,4801,2037,1422478,0,2993300,721.06
2001-12-02,10753,1348,1441019,15,2788000,723.28
2001-12-03,7820,2165,1452206,15,2788000,724.61
2001-12-04,3966,2647,1454822,0,2788000,724.92
2001-12-05,4555,2884,1457103,9,2788000,725.19
2001-12-06,5344,6023,1456849,3,2788000,725.16
2001-12-07,4947,3150,1460233,6,2788000,725.56
2001-12-08,3559,1273,1464726,21,2788000,726.09
2001-12-09,3357,12,1470418,3,2788000,726.76
2001-12-10,2804,3849,1469227,27,2788000,726.62
2001-12-11,2920,3661,1467697,30,2788000,726.44
2001-12-12,3159,2918,1468122,27,2788000,726.49
2001-12-13,2256,4005,1464726,6,2788000,726.09
2001-12-14,5331,2835,1469652,12,2788000,726.67
2001-12-15,3043,1,1475442,36,2788000,727.35
2001-12-16,2758,464,1480138,12,2788000,727.90
2001-12-17,6210,2449,1487414,6,2788000,728.75
2001-12-18,5614,2452,1493856,0,2788000,729.50
2001-12-19,4368,2802,1496868,3,2788000,729.85
2001-12-20,6117,2936,1503597,6,2788000,730.63
2001-12-21,5238,3930,1505845,0,2788000,730.89
2001-12-22,4395,1470,1511561,0,2788000,731.55
2001-12-23,5547,-1055,1524532,3,2788000,733.04
2001-12-24,4293,2024,1528897,24,2788000,733.54
2001-12-25,3450,-2520,1540814,6,2788000,734.90
2001-12-26,3501,2881,1542045,0,2788000,735.04
2001-12-27,3563,2762,1543628,3,2788000,735.22
2001-12-28,5205,4086,1545212,9,2788000,735.40
2001-12-29,6193,1,1558103,3,2788000,736.86
2001-12-30,7088,-1427,1574993,0,2788000,738.76
2001-12-31,13526,3080,1595429,6,2788000,741.04
2002-01-01,9834,-3463,1622054,9,2788000,743.98
2002-01-02,19417,2977,1654158,20,2788000,747.48
2002-01-03,17683,3532,1682311,0,2788000,750.51
2002-01-04,10977,2964,1698160,20,2788000,752.20
2002-01-05,8294,-1583,1718000,15,2788000,754.30
2002-01-06,15308,-2911,1753837,3,2788000,758.05
2002-01-07,12377,1252,1776375,9,2788000,760.38
2002-01-08,9681,1434,1792536,0,2788000,762.04
2002-01-09,7905,2271,1803991,6,2788000,763.21
2002-01-10,7005,2676,1812247,18,2788000,764.05
2002-01-11,6289,2651,1819642,9,2788000,764.80
2002-01-12,5494,397,1829535,9,2788000,765.80
2002-01-13,4621,-1796,1844249,3,2788000,767.28
2002-01-14,5194,3419,1846044,16,2810300,767.46
2002-01-15,4236,2764,1848839,13,2810300,767.74
2002-01-16,3911,2358,1851737,40,2810300,768.03
2002-01-17,3939,2603,1854438,25,2810300,768.30
2002-01-18,4364,2119,1859047,22,2810300,768.76
2002-01-19,3921,1575,1863564,19,2810300,769.21
2002-01-20,3457,1047,1868289,28,2810300,769.68
2002-01-21,3754,2409,1870705,25,2892300,769.92
2002-01-22,3955,1659,1875240,6,2892300,770.37
2002-01-23,3483,1463,1879076,35,2892300,770.75
2002-01-24,3470,1807,1882413,31,2892300,771.08
2002-01-25,3134,1651,1885450,3,2892300,771.38
2002-01-26,5212,704,1894378,6,2892300,772.26
2002-01-27,4374,885,1901400,0,2892300,772.95
2002-01-28,3677,1199,1906194,10,2900900,773.42
2002-01-29,3653,2076,1909361,32,2900900,773.73
2002-01-30,2990,1660,1911815,22,2900900,773.97
2002-01-31,3245,1184,1915916,25,2900900,774.36
2002-02-01,2829,1005,1919500,15,2900900,774.72
2002-02-02,3244,898,1924019,12,2900900,775.16
2002-02-03,3410,689,1929370,23,2900900,775.68
2002-02-04,2963,1803,1931637,18,2962700,775.90
2002-02-05,2585,1216,1934318,15,2962700,776.16
2002-02-06,2881,1259,1937725,9,2962700,776.49
2002-02-07,3654,1446,1941758,18,2962700,776.88
2002-02-08,5387,781,1950983,0,2962700,777.77
2002-02-09,4079,845,1957012,30,2962700,778.35
2002-02-10,3386,-4260,1972352,39,2962700,779.82
2002-02-11,3479,1323,1976646,36,2962700,780.23
2002-02-12,3614,1416,1980947,21,2999600,780.64
2002-02-13,3079,1675,1983468,27,2999600,780.88
2002-02-14,3456,1619,1987147,27,2999600,781.23
2002-02-15,2811,1180,1990306,39,2999600,781.53
2002-02-16,3276,724,1995261,0,2999600,782.00
2002-02-17,3240,772,2000225,18,2999600,782.47
2002-02-18,3435,1186,2004880,9,3045000,782.91
2002-02-19,5015,1690,2011241,12,3045000,783.51
2002-02-20,9333,1337,2026992,0,3045000,784.99
2002-02-21,7559,941,2040149,21,3045000,786.22
2002-02-22,6815,927,2051645,12,3045000,787.29
2002-02-23,7222,-253,2066107,34,3045000,788.63
2002-02-24,6261,-3413,2085429,40,3045000,790.41
2002-02-25,5526,-927,2098419,43,3041200,791.60
2002-02-26,5540,1120,2106635,44,3041200,792.35
2002-02-27,4761,1433,2113334,50,3041200,792.96
2002-02-28,4724,1256,2120160,63,3041200,793.61
2002-03-01,4331,710,2127110,93,3041200,794.21
2002-03-02,4250,169,2134741,90,3041200,794.90
2002-03-03,3856,0,2142280,70,3041200,795.58
