datetime,ORO_INFLOW_CFS,ORO_OUTFLOW_CFS,ORO_STORAGE_AF,ORO_EVAP_CFS,ORO_TOC STO_AF,ORO_RES ELE_FEET
2004-05-11,5055,6694,3069299,87,3538000,868.85
2004-05-12,4462,6393,3065446,131,3538000,868.58
2004-05-13,4269,6435,3060597,127,3538000,868.24
2004-05-14,3948,6743,3054894,142,3538000,867.84
2004-05-15,4158,1077,3060454,126,3538000,868.23
2004-05-16,4179,2393,3063734,118,3538000,868.46
2004-05-17,3373,5611,3060170,119,3538000,868.21
2004-05-18,4549,3328,3061168,142,3538000,868.28
2004-05-19,3721,7417,3053904,102,3538000,867.77
2004-05-20,2597,5843,3046796,122,3538000,867.27
2004-05-21,3381,4548,3044522,114,3538000,867.11
2004-05-22,4420,696,3051485,126,3538000,867.60
2004-05-23,3623,2278,3053762,118,3538000,867.76
2004-05-24,2406,6035,3046653,98,3538000,867.26
2004-05-25,3977,5071,3044239,118,3538000,867.09
2004-05-26,3319,3555,3041826,114,3538000,866.92
2004-05-27,3094,4038,3041258,122,3538000,866.88
2004-05-28,3622,5044,3038422,75,3538000,866.68
2004-05-29,4157,1890,3042677,43,3538000,866.98
2004-05-30,3413,3470,3042252,145,3538000,866.95
2004-05-31,2968,3149,3041684,165,3538000,866.91
2004-06-01,3318,5776,3036296,177,3538000,866.53
2004-06-02,3043,4986,3032046,193,3538000,866.23
2004-06-03,2077,6412,3023278,157,3538000,865.61
2004-06-04,3458,6599,3016784,133,3538000,865.15
2004-06-05,2588,3666,3014527,131,3538000,864.99
2004-06-06,1583,4293,3008610,188,3538000,864.57
2004-06-07,2330,6282,3000310,151,3538000,863.98
2004-06-08,3351,7010,2992869,163,3538000,863.45
2004-06-09,1070,8200,2978445,142,3538000,862.42
2004-06-10,1237,7446,2965882,125,3538000,861.52
2004-06-11,1796,8476,2952522,125,3538000,860.56
2004-06-12,2669,4547,2947800,152,3538000,860.22
2004-06-13,2109,11236,2929936,160,3538000,858.93
2004-06-14,2335,10572,2913248,176,3538000,857.72
2004-06-15,2804,7900,2902802,171,3538000,856.96
2004-06-16,2653,7664,2892381,243,3538000,856.20
2004-06-17,2034,7165,2881850,178,3538000,855.43
2004-06-18,2900,6611,2874208,143,3538000,854.87
2004-06-19,2359,2286,2873935,142,3538000,854.85
2004-06-20,1967,4233,2869303,138,3538000,854.51
2004-06-21,1320,6192,2859375,134,3538000,853.78
2004-06-22,2371,5969,2851910,165,3538000,853.23
2004-06-23,2167,7893,2840402,145,3538000,852.38
2004-06-24,3027,7928,2830139,137,3538000,851.62
2004-06-25,2260,8070,2818423,164,3538000,850.75
2004-06-26,1149,9039,2802453,163,3538000,849.56
2004-06-27,2972,7438,2793624,120,3538000,848.90
2004-06-28,1578,7987,2780548,182,3538000,847.92
2004-06-29,1804,7751,2768047,154,3538000,846.98
2004-06-30,2466,7813,2757705,135,3538000,846.20
2004-07-01,1877,7082,2747125,130,3538000,845.40
2004-07-02,2080,10174,2730255,145,3538000,844.12
2004-07-03,1790,9717,2714506,145,3538000,842.92
2004-07-04,1890,9629,2698821,168,3538000,841.72
2004-07-05,2066,9450,2683850,164,3538000,840.57
2004-07-06,2079,9500,2668660,167,3538000,839.40
2004-07-07,1516,10920,2650184,170,3538000,837.97
2004-07-08,1442,12100,2628594,162,3538000,836.29
2004-07-09,1714,12508,2606616,157,3538000,834.57
2004-07-10,1511,10798,2587935,133,3538000,833.10
2004-07-11,1509,12247,2566448,159,3538000,831.40
2004-07-12,1951,10826,2548344,189,3538000,829.96
2004-07-13,2672,11132,2530080,180,3538000,828.50
2004-07-14,1651,11532,2511288,160,3538000,826.99
2004-07-15,1681,11502,2491606,163,3538000,825.40
2004-07-16,3163,10186,2477192,182,3538000,824.23
2004-07-17,2218,8367,2464552,162,3538000,823.20
2004-07-18,1509,9844,2447932,169,3538000,821.84
2004-07-19,2002,10233,2431147,168,3538000,820.46
2004-07-20,2337,9500,2416783,159,3538000,819.27
2004-07-21,2185,8766,2403282,163,3538000,818.15
2004-07-22,3105,8620,2391872,176,3538000,817.20
2004-07-23,2523,9589,2377512,172,3538000,816.00
2004-07-24,3081,9307,2364998,143,3538000,814.95
2004-07-25,1879,9646,2349210,131,3538000,813.62
2004-07-26,2589,8716,2336681,189,3538000,812.56
2004-07-27,2719,10138,2321730,177,3538000,811.29
2004-07-28,3207,9777,2308484,108,3538000,810.16
2004-07-29,2228,9606,2293310,154,3538000,808.86
2004-07-30,1634,9361,2277974,122,3538000,807.54
2004-07-31,2328,8608,2265364,135,3538000,806.45
2004-08-01,1912,10962,2247058,120,3538000,804.86
2004-08-02,2144,9344,2232624,134,3538000,803.60
2004-08-03,2512,9702,2218029,111,3538000,802.32
2004-08-04,2267,9983,2202368,121,3538000,800.94
2004-08-05,3351,9341,2190276,161,3538000,799.86
2004-08-06,1602,9225,2174757,146,3538000,798.49
2004-08-07,2502,8450,2162663,148,3538000,797.41
2004-08-08,2456,8258,2150951,159,3538000,796.36
2004-08-09,3142,8859,2139173,165,3538000,795.30
2004-08-10,2345,9699,2124239,175,3538000,793.95
2004-08-11,1666,10472,2106526,180,3538000,792.34
2004-08-12,3265,8562,2095467,223,3538000,791.33
2004-08-13,1618,10153,2078250,145,3538000,789.75
2004-08-14,2214,9890,2062755,137,3538000,788.32
2004-08-15,2125,10644,2045623,118,3538000,786.73
2004-08-16,2754,9630,2031799,94,3538000,785.44
2004-08-17,2449,9669,2017190,145,3538000,784.07
2004-08-18,2709,8194,2006045,134,3538000,783.02
2004-08-19,2489,8899,1993257,144,3538000,781.81
2004-08-20,2587,8656,1980947,137,3538000,780.64
2004-08-21,2293,7292,1970783,126,3538000,779.67
2004-08-22,1997,5256,1964098,111,3538000,779.03
2004-08-23,3041,8210,1953580,81,3538000,778.02
2004-08-24,2678,7674,1943621,77,3538000,777.06
2004-08-25,3012,7692,1934421,113,3538000,776.17
2004-08-26,1868,7533,1922684,97,3538000,775.03
2004-08-27,2086,6745,1913146,149,3538000,774.10
2004-08-28,2415,6124,1905276,156,3538000,773.33
2004-08-29,2992,6228,1898752,156,3538000,772.69
2004-08-30,1862,5531,1891128,174,3538000,771.94
2004-08-31,2972,5387,1885961,141,3538000,771.44
2004-09-01,2456,5227,1880289,138,3538000,770.87
2004-09-02,1474,6404,1870302,107,3538000,769.88
2004-09-03,1927,6645,1860652,147,3538000,768.92
2004-09-04,1364,6485,1850138,180,3538000,767.87
2004-09-05,2641,5507,1844149,153,3538000,767.27
2004-09-06,1766,5525,1836384,155,3538000,766.49
2004-09-07,2970,6360,1829337,162,3538000,765.78
2004-09-08,1788,4271,1824089,162,3538000,765.25
2004-09-09,2788,4709,1819938,171,3538000,764.83
2004-09-10,975,3747,1814118,161,3538000,764.24
2004-09-11,2468,1076,1816583,150,3538000,764.49
2004-09-12,354,2654,1811755,134,3538000,764.00
2004-09-13,1536,5492,1803696,107,3538000,763.18
2004-09-14,1575,4640,1797327,97,3538000,762.53
2004-09-15,1708,4954,1790681,153,3538000,761.85
2004-09-16,2689,4588,1786683,116,3525500,761.44
2004-09-17,1802,4585,1780940,112,3513000,760.85
2004-09-18,1550,751,1782301,112,3500500,760.99
2004-09-19,1724,1514,1782496,112,3488000,761.01
2004-09-20,1401,1764,1781718,30,3475500,760.93
2004-09-21,1045,3247,1777151,99,3463000,760.46
2004-09-22,3237,4259,1774919,103,3463000,760.23
2004-09-23,1825,4555,1769288,103,3463000,759.65
2004-09-24,2976,4409,1765610,129,3425500,759.27
2004-09-25,1937,2339,1765126,135,3413000,759.22
2004-09-26,1048,3252,1760488,135,3400500,758.74
2004-09-27,2063,3196,1757980,131,3388000,758.48
2004-09-28,2477,3128,1756534,79,3375500,758.33
2004-09-29,2212,2976,1754896,62,3363000,758.16
2004-09-30,1720,2583,1753067,59,3350500,757.97
2004-10-01,1721,2684,1751047,55,3338000,757.76
2004-10-02,1225,777,1751816,59,3325500,757.84
2004-10-03,1554,2284,1750181,94,3313000,757.67
2004-10-04,2075,2819,1748452,80,3300500,757.49
2004-10-05,1379,3666,1743750,83,3288000,757.00
2004-10-06,2013,3324,1740971,90,3275500,756.71
2004-10-07,1497,4064,1735709,87,3263000,756.16
2004-10-08,1146,2412,1733043,83,3250500,755.89
2004-10-09,1787,1656,1733131,83,3238000,755.89
2004-10-10,2609,2904,1732367,90,3225500,755.81
2004-10-11,827,4285,1725316,145,3213000,755.07
2004-10-12,2112,3749,1721607,185,3200500,754.68
2004-10-13,1502,4427,1715250,137,3200500,754.01
2004-10-14,1778,3790,1711368,137,3200500,753.60
2004-10-15,1102,6551,1700419,72,3163000,752.44
2004-10-16,2102,2217,1700042,75,3163000,752.40
2004-10-17,2176,1942,1700419,44,3163000,752.44
2004-10-18,1545,4854,1693835,10,3163000,751.74
2004-10-19,3163,4981,1690175,27,3163000,751.35
2004-10-20,4072,5054,1688207,10,3163000,751.14
2004-10-21,1330,6783,1677456,14,3163000,749.99
2004-10-22,1923,4527,1672145,27,3163000,749.42
2004-10-23,3204,3089,1672238,20,3138900,749.43
2004-10-24,2974,1722,1673262,7,3144400,749.54
2004-10-25,1612,4400,1669076,17,3143700,749.09
2004-10-26,4779,3175,1671959,44,3084500,749.40
2004-10-27,2298,3958,1668797,17,3090100,749.06
2004-10-28,3248,4681,1666010,17,3097000,748.76
2004-10-29,3595,4511,1664062,10,3104300,748.55
2004-10-30,1488,1244,1664433,37,3111300,748.59
2004-10-31,2902,2233,1665639,50,3118100,748.72
2004-11-01,3123,4181,1662763,57,3124700,748.41
2004-11-02,1940,3615,1660077,42,3131100,748.12
2004-11-03,2940,4245,1657670,35,3105800,747.86
2004-11-04,2256,3549,1654805,0,3110200,747.55
2004-11-05,2581,5126,1649729,14,3116600,747.00
2004-11-06,3207,1283,1653512,17,3123200,747.41
2004-11-07,1768,2575,1651850,21,3129700,747.23
2004-11-08,2729,4524,1648071,17,3135900,746.82
2004-11-09,2683,4326,1644848,17,3141500,746.47
2004-11-10,2205,4044,1641172,7,3130400,746.07
2004-11-11,2248,3140,1639336,21,3125600,745.87
2004-11-12,2874,3461,1638143,4,3132000,745.74
2004-11-13,2239,1662,1639244,14,3138200,745.86
2004-11-14,2370,2123,1639611,44,3144200,745.90
2004-11-15,2755,2912,1639336,17,3150000,745.87
2004-11-16,2861,4322,1636309,14,3155600,745.54
2004-11-17,2615,4442,1633012,21,3155600,745.18
2004-11-18,2534,4315,1630451,17,3163000,744.90
2004-11-19,2638,3546,1627253,4,3163000,744.55
2004-11-20,2545,1599,1628897,58,3163000,744.73
2004-11-21,1735,3174,1626066,75,3163000,744.42
2004-11-22,2810,3612,1625154,72,3163000,744.32
2004-11-23,2779,4321,1621326,20,3163000,743.90
2004-11-24,2375,3914,1617232,20,3163000,743.45
2004-11-25,1770,3405,1614779,14,3163000,743.18
2004-11-26,2461,3233,1612872,0,3163000,742.97
2004-11-27,2818,2527,1613780,17,3154500,743.07
2004-11-28,2535,2985,1612872,37,3159000,742.97
2004-11-29,2485,5181,1607435,44,3159900,742.37
2004-11-30,2683,4335,1604002,24,3163000,742.01
2004-12-01,3086,4162,1600657,10,3163000,741.62
2004-12-02,2738,3014,1600567,31,3163000,741.61
2004-12-03,2645,2579,1601198,53,3163000,741.68
2004-12-04,2743,1182,1604179,13,3163000,742.01
2004-12-05,2332,221,1608431,13,3163000,742.48
2004-12-06,2091,2163,1608069,19,3163000,742.44
2004-12-07,4319,2202,1612147,16,3089600,742.89
2004-12-08,11160,2714,1628805,0,2967500,744.72
2004-12-09,7595,3256,1637684,0,2971600,745.69
2004-12-10,5618,2559,1643837,3,2982600,746.36
2004-12-11,4472,2418,1647886,13,2993300,746.80
2004-12-12,4357,2904,1650559,13,3003600,747.09
2004-12-13,3887,3884,1650744,3,3013200,747.11
2004-12-14,3157,3935,1648623,13,3022900,746.88
2004-12-15,2215,3969,1645492,10,3022900,746.54
2004-12-16,1611,4428,1640070,10,3041500,745.95
2004-12-17,4165,4702,1638877,19,3049900,745.82
2004-12-18,2232,2636,1638143,13,3058600,745.74
2004-12-19,3204,3198,1638051,7,3066900,745.73
2004-12-20,3237,3178,1638143,13,3074600,745.74
2004-12-21,3069,3251,1637868,3,3082500,745.71
2004-12-22,3589,3913,1636400,45,3082500,745.55
2004-12-23,3101,4063,1635118,54,3097600,745.41
2004-12-24,1792,3403,1631822,51,3104800,745.05
2004-12-25,2801,1453,1634477,10,3111800,745.34
2004-12-26,3164,3062,1634568,10,3117100,745.35
2004-12-27,3166,3921,1632828,29,3101700,745.16
2004-12-28,4861,5315,1632188,7,3071300,745.09
2004-12-29,5317,4022,1632737,3,3028800,745.15
2004-12-30,7545,3770,1642182,29,2954100,746.18
2004-12-31,5741,4718,1644209,3,2927100,746.39
2005-01-01,5174,0,1654436,16,2913400,747.51
2005-01-02,6329,0,1666753,26,2894200,748.84
2005-01-03,4382,3202,1669168,9,2902500,749.10
2005-01-04,4491,4347,1669540,3,2915000,749.14
2005-01-05,4731,1210,1676430,0,2927700,749.88
2005-01-06,3969,1896,1680629,3,2938500,750.33
2005-01-07,5860,1753,1688769,4,2896000,751.20
2005-01-08,5086,2532,1693647,0,2887800,751.72
2005-01-09,5769,2259,1700701,0,2897300,752.47
2005-01-10,5076,4165,1702398,9,2887000,752.65
2005-01-11,6591,3912,1707870,15,2861000,753.23
2005-01-12,5253,2616,1712977,15,2874300,753.77
2005-01-13,4710,3169,1716009,13,2887700,754.09
2005-01-14,4264,2447,1719708,0,2901300,754.48
2005-01-15,3436,1370,1723793,6,2914400,754.91
2005-01-16,3523,396,1729887,6,2926100,755.55
2005-01-17,3954,1394,1733321,9,2937900,755.91
2005-01-18,3476,3043,1735709,0,2949900,756.16
2005-01-19,3725,2370,1738387,6,2961600,756.44
2005-01-20,3979,3005,1740397,9,2972900,756.65
2005-01-21,3820,2549,1742983,15,2983800,756.92
2005-01-22,3820,1014,1748452,0,2993900,757.49
2005-01-23,3796,0,1756052,12,3004300,758.28
2005-01-24,3878,2800,1758076,9,3014300,758.49
2005-01-25,3966,2111,1761840,6,3014500,758.88
2005-01-26,6781,920,1773271,6,2986700,760.06
2005-01-27,7680,1452,1785806,6,2991700,761.35
2005-01-28,8095,2320,1797034,15,2971100,762.50
2005-01-29,5534,1717,1804776,12,2981100,763.29
2005-01-30,5836,2349,1811558,18,2991800,763.98
2005-01-31,4985,3415,1814709,31,3002200,764.29
2005-02-01,4526,1018,1821518,25,3011800,764.99
2005-02-02,4130,1469,1826761,56,3021600,765.52
2005-02-03,4120,1420,1831717,25,3031100,766.02
2005-02-04,3805,1017,1837180,17,3040300,766.57
2005-02-05,3615,563,1843351,23,3049200,767.19
2005-02-06,3553,59,1850338,23,3057400,767.89
2005-02-07,3787,476,1856842,17,3061300,768.54
2005-02-08,3073,966,1860852,17,3069600,768.94
2005-02-09,4685,535,1869094,14,3077600,769.76
2005-02-10,3807,0,1876451,20,3077600,770.49
2005-02-11,3797,1435,1881098,40,3093000,770.95
2005-02-12,2853,614,1885348,23,3098900,771.37
2005-02-13,4289,0,1893870,23,3076600,772.21
2005-02-14,5926,0,1905582,0,3080900,773.36
2005-02-15,5481,1551,1913351,3,3080900,774.12
2005-02-16,5602,2060,1920219,6,3087100,774.79
2005-02-17,5028,1210,1927002,15,3094200,775.45
2005-02-18,5077,3935,1929781,50,3096500,775.72
2005-02-19,4538,1486,1935866,12,3073700,776.31
2005-02-20,8918,155,1953164,21,3063700,777.98
2005-02-21,7144,979,1965036,6,3065900,779.12
2005-02-22,7506,1615,1976856,21,3072500,780.25
2005-02-23,7002,1963,1986832,48,3080500,781.20
2005-02-24,6399,3296,1993046,24,3088200,781.79
2005-02-25,6049,2565,1999802,12,3093700,782.43
2005-02-26,4770,2506,2004139,24,3101100,782.84
2005-02-27,6363,1394,2014108,24,3080700,783.78
2005-02-28,6531,1785,2023476,15,3086900,784.65
2005-03-01,6322,1479,2032761,36,3070400,785.53
2005-03-02,7965,1755,2045086,29,3062900,786.68
2005-03-03,6853,1224,2056063,21,3071200,787.70
2005-03-04,5389,1329,2064269,15,3071200,788.46
2005-03-05,6640,1405,2074450,30,3071200,789.40
2005-03-06,5738,2891,2079989,38,3094000,789.91
2005-03-07,5845,2134,2086955,133,3101300,790.55
2005-03-08,5666,1813,2094702,36,3108400,791.26
2005-03-09,6222,1142,2104442,42,3115300,792.15
2005-03-10,6594,1885,2113774,45,3122000,793.00
2005-03-11,7127,761,2126116,126,3122000,794.12
2005-03-12,6963,1487,2136846,102,3122000,795.09
2005-03-13,7318,1607,2147947,39,3140900,796.09
2005-03-14,6609,1890,2157192,97,3146800,796.92
2005-03-15,5320,5025,2157304,109,3152500,796.93
2005-03-16,5657,4571,2159424,67,3158100,797.12
2005-03-17,4682,1712,2165235,30,3163000,797.64
2005-03-18,4741,1581,2171505,55,3163000,798.20
2005-03-19,5818,1022,2180822,24,3117900,799.03
2005-03-20,9580,0,2199878,9,3077500,800.72
2005-03-21,9985,296,2219053,6,3058800,802.41
2005-03-22,17364,722,2251884,16,3005200,805.28
2005-03-23,19506,2646,2285284,6,2982600,808.17
2005-03-24,15127,3289,2308835,7,2990800,810.19
2005-03-25,11811,1761,2328550,38,3000200,811.87
2005-03-26,9636,1059,2345423,51,3010400,813.30
2005-03-27,9931,0,2364640,42,2975200,814.92
2005-03-28,15222,1468,2392111,26,2975600,817.22
2005-03-29,13892,724,2418353,46,2969400,819.40
2005-03-30,12361,265,2441962,30,2979500,821.35
2005-03-31,9809,1900,2457576,83,2990300,822.63
2005-04-01,8410,4525,2465164,57,3010600,823.25
2005-04-02,8887,1074,2480513,53,3030500,824.50
2005-04-03,8937,0,2498030,43,3016700,825.92
2005-04-04,9311,605,2515386,0,3031100,827.32
2005-04-05,7810,377,2530080,7,3051400,828.50
2005-04-06,6094,1328,2539451,91,3071300,829.25
2005-04-07,9036,914,2555248,74,3066500,830.51
2005-04-08,10512,733,2574648,44,3054100,832.05
2005-04-09,9421,0,2593009,14,3073800,833.50
2005-04-10,8493,0,2609548,68,3094300,834.80
2005-04-11,7530,873,2622959,69,3114400,835.85
2005-04-12,7058,1357,2633980,62,3134200,836.71
2005-04-13,8064,587,2648767,66,3151800,837.86
2005-04-14,6731,1647,2658572,63,3169600,838.62
2005-04-15,6853,1090,2669955,70,3188600,839.50
2005-04-16,6474,959,2680602,70,3207400,840.32
2005-04-17,6961,898,2692434,77,3226000,841.23
2005-04-18,7585,526,2706264,67,3241700,842.29
2005-04-19,7027,1034,2717913,102,3258800,843.18
2005-04-20,6744,400,2730387,102,3276700,844.13
2005-04-21,6468,1112,2740790,92,3294300,844.92
2005-04-22,6710,1545,2750824,96,3309700,845.68
2005-04-23,7534,363,2764862,75,3311400,846.74
2005-04-24,7869,330,2779616,14,3323900,847.85
2005-04-25,7306,741,2792554,39,3341300,848.82
2005-04-26,7001,1128,2804195,72,3358500,849.69
2005-04-27,7334,1921,2814794,69,3358500,850.48
2005-04-28,7800,2185,2825826,51,3388200,851.30
2005-04-29,7569,3222,2834457,51,3404800,851.94
2005-04-30,7447,3541,2841886,73,3421300,852.48
2005-05-01,7455,779,2854894,97,3436500,853.45
2005-05-02,7355,2651,2863996,94,3452600,854.12
2005-05-03,7160,3541,2870801,109,3468500,854.62
2005-05-04,7844,5690,2874753,87,3484300,854.91
2005-05-05,9220,4302,2884583,19,3483000,855.63
2005-05-06,10300,2171,2900605,38,3487900,856.80
2005-05-07,9509,2092,2915176,57,3503900,857.86
2005-05-08,11480,811,2936021,72,3459700,859.37
2005-05-09,19796,4773,2965464,31,3446200,861.49
2005-05-10,14010,3736,2986002,50,3463400,862.96
2005-05-11,13210,2929,3005935,136,3481300,864.38
2005-05-12,11134,5278,3017489,86,3499000,865.20
2005-05-13,10899,2667,3033604,94,3516500,866.34
2005-05-14,10701,1426,3051912,98,3533700,867.63
2005-05-15,11623,426,3073728,106,3538000,869.16
2005-05-16,17022,2918,3101692,64,3538000,871.11
2005-05-17,13818,4302,3120434,55,3538000,872.41
2005-05-18,30740,3747,3172464,24,3487500,875.99
2005-05-19,52965,6993,3264605,12,3487500,882.23
2005-05-20,30158,7050,3310496,37,3487500,885.29
2005-05-21,21127,4585,3343319,138,3487500,887.46
2005-05-22,17992,3962,3370874,131,3538000,889.27
2005-05-23,16360,6445,3390305,118,3538000,890.54
2005-05-24,14655,5739,3407661,157,3538000,891.67
2005-05-25,13626,5870,3422765,141,3538000,892.65
2005-05-26,13178,6400,3435594,146,3538000,893.48
2005-05-27,12515,6305,3447682,185,3538000,894.26
2005-05-28,10928,3809,3461511,56,3538000,895.15
2005-05-29,10928,760,3480845,160,3538000,896.39
2005-05-30,8890,3329,3491793,108,3538000,897.11
2005-05-31,8180,6399,3495082,117,3538000,897.30
2005-06-01,9001,6652,3499471,131,3538000,897.58
2005-06-02,6841,6101,3500569,182,3538000,897.65
2005-06-03,7818,4944,3505905,177,3538000,897.99
2005-06-04,8160,5954,3509990,141,3538000,898.25
2005-06-05,5732,2299,3516280,168,3538000,898.65
2005-06-06,7534,5053,3521161,173,3538000,898.96
2005-06-07,5905,5858,3520688,196,3538000,898.93
2005-06-08,6623,7143,3519428,109,3538000,898.85
2005-06-09,9374,7304,3523524,0,3538000,899.11
2005-06-10,5730,7820,3519271,55,3538000,898.84
2005-06-11,6959,7386,3517854,123,3538000,898.75
2005-06-12,7217,2357,3527307,160,3538000,899.35
2005-06-13,6147,6439,3526519,178,3538000,899.30
2005-06-14,5794,5831,3526046,196,3538000,899.27
2005-06-15,5741,4140,3528727,155,3538000,899.44
2005-06-16,5004,6027,3526519,160,3538000,899.30
2005-06-17,6318,8988,3521161,32,3538000,898.96
2005-06-18,5924,8340,3516123,45,3538000,898.64
2005-06-19,5818,7904,3512033,50,3538000,898.38
2005-06-20,3475,7574,3503550,177,3538000,897.84
2005-06-21,4228,6219,3499158,141,3538000,897.56
2005-06-22,4100,5284,3496806,155,3538000,897.41
2005-06-23,4233,6357,3492262,163,3538000,897.12
2005-06-24,3608,5196,3489288,141,3538000,896.93
2005-06-25,3262,5322,3484282,141,3538000,896.61
2005-06-26,4416,1971,3488662,150,3538000,896.89
2005-06-27,4449,3709,3489914,109,3538000,896.97
2005-06-28,2972,3695,3488192,145,3538000,896.86
2005-06-29,3359,5899,3483033,141,3538000,896.53
2005-06-30,3861,5186,3480532,172,3538000,896.37
2005-07-01,4700,5289,3478502,199,3538000,896.24
2005-07-02,2486,4636,3473663,210,3538000,895.93
2005-07-03,4144,5289,3471168,191,3538000,895.77
2005-07-04,2900,4817,3466804,206,3538000,895.49
2005-07-05,3384,5216,3462912,210,3538000,895.24
2005-07-06,2530,6706,3454047,215,3538000,894.67
2005-07-07,2846,6823,3445976,172,3538000,894.15
2005-07-08,3551,5486,3441634,176,3538000,893.87
2005-07-09,2464,4490,3437766,161,3538000,800.00
2005-07-10,1983,4993,3430953,189,3538000,893.18
2005-07-11,3275,7156,3423073,170,3538000,892.67
2005-07-12,2053,7836,3411048,203,3538000,891.89
2005-07-13,2792,8545,3399359,217,3538000,891.13
2005-07-14,3727,8517,3389385,239,3538000,890.48
2005-07-15,2883,6832,3381115,220,3538000,889.94
2005-07-16,2520,7527,3370569,234,3538000,889.25
2005-07-17,3257,5073,3366601,262,3538000,888.99
2005-07-18,3194,8357,3355783,215,3538000,888.28
2005-07-19,3126,7994,3345596,191,3538000,887.61
2005-07-20,3875,8208,3336797,182,3538000,887.03
2005-07-21,1859,6760,3326803,213,3538000,886.37
2005-07-22,2957,7223,3317888,153,3538000,885.78
2005-07-23,3246,3414,3317132,213,3538000,885.73
2005-07-24,2977,5072,3312456,263,3538000,885.42
2005-07-25,3687,6367,3306730,207,3538000,885.04
2005-07-26,2354,7826,3295599,217,3538000,884.30
2005-07-27,3204,7532,3286294,212,3538000,883.68
2005-07-28,3483,8034,3277157,207,3538000,883.07
2005-07-29,2353,4996,3271624,147,3538000,882.70
2005-07-30,3277,7230,3263412,188,3538000,882.15
2005-07-31,3439,6913,3255959,210,3538000,881.65
2005-08-01,3348,6792,3248815,232,3538000,881.17
2005-08-02,3082,5886,3242722,269,3538000,880.76
2005-08-03,3512,5911,3237527,221,3538000,880.41
2005-08-04,3486,6567,3231024,206,3538000,879.97
2005-08-05,2621,6591,3222592,282,3538000,879.40
2005-08-06,3656,6128,3217272,210,3538000,879.04
2005-08-07,3006,6556,3208718,244,3538000,878.46
2005-08-08,2307,6167,3201502,223,3538000,877.97
2005-08-09,3048,7883,3191508,204,3538000,877.29
2005-08-10,3621,6977,3184614,194,3538000,876.82
2005-08-11,1630,7091,3173341,223,3538000,876.05
2005-08-12,3319,7589,3164431,222,3538000,875.44
2005-08-13,3528,4792,3161367,207,3538000,875.23
2005-08-14,3009,4338,3163702,165,3538000,875.39
2005-08-15,1972,7703,3152473,146,3538000,874.66
2005-08-16,2748,8602,3140274,155,3538000,873.78
2005-08-17,2926,7727,3130271,188,3538000,873.09
2005-08-18,2517,7367,3117835,187,3538000,872.23
2005-08-19,3189,7473,3109036,145,3538000,871.62
2005-08-20,3054,6256,3102268,158,3538000,871.15
2005-08-21,3819,1668,3109180,144,3538000,871.63
2005-08-22,2428,5109,3103419,224,3538000,871.23
2005-08-23,3787,7927,3094792,209,3538000,870.63
2005-08-24,2033,5754,3086900,186,3538000,870.08
2005-08-25,2933,7428,3077732,199,3538000,869.44
2005-08-26,3972,6642,3072013,213,3538000,869.04
2005-08-27,1980,6230,3063020,213,3538000,868.41
2005-08-28,2766,2576,3057747,194,3538000,868.04
2005-08-29,3041,6990,3051202,212,3538000,867.58
2005-08-30,3211,7167,3040549,197,3538000,866.83
2005-08-31,2720,7140,3032324,225,3538000,866.23
2005-09-01,2997,6981,3023843,224,3538000,865.65
2005-09-02,3682,5446,3019747,159,3538000,865.36
2005-09-03,2863,3667,3017771,192,3538000,865.22
2005-09-04,2659,3554,3015796,172,3538000,865.08
2005-09-05,2640,4700,3011427,144,3538000,864.77
2005-09-06,1809,6532,3001716,172,3538000,864.08
2005-09-07,2793,4977,2996939,153,3538000,863.74
2005-09-08,2840,2985,2996518,139,3538000,863.71
2005-09-09,2880,2553,2996939,115,3538000,863.74
2005-09-10,3776,1536,3001153,115,3538000,864.04
2005-09-11,2517,2114,3001576,119,3538000,864.07
2005-09-12,3134,6055,2995536,125,3538000,863.64
2005-09-13,1763,5599,2987822,124,3538000,863.09
2005-09-14,1970,7147,2977327,114,3538000,862.34
2005-09-15,2724,6427,2970066,100,3538000,861.82
2005-09-16,2881,7423,2960450,95,3525500,861.13
2005-09-17,2141,2739,2959196,104,3513000,861.04
2005-09-18,2539,2991,2958084,109,3500500,860.96
2005-09-19,2100,6457,2949050,128,3488000,860.31
2005-09-20,2702,6444,2941560,174,3475500,859.77
2005-09-21,3178,6444,2934360,155,3463000,859.25
2005-09-22,3272,6616,2927588,141,3450500,858.76
2005-09-23,1769,6427,2918207,141,3438000,858.08
2005-09-24,2643,2095,2919034,117,3425500,858.14
2005-09-25,2758,2960,2918207,225,3413000,858.08
2005-09-26,2691,5522,2912974,154,3400500,857.70
2005-09-27,3010,6263,2905548,75,3388000,857.16
2005-09-28,2611,7954,2893066,122,3375500,856.25
2005-09-29,3158,6560,2885950,187,3363000,855.73
2005-09-30,1990,6924,2877345,163,3350500,855.10
2005-10-01,3016,4990,2871891,158,3338000,854.70
2005-10-02,1862,939,2874890,98,3325500,854.92
2005-10-03,1808,7163,2863996,69,3313000,854.12
2005-10-04,1615,6522,2854080,93,3300500,853.39
2005-10-05,2325,6185,2846084,172,3288000,852.80
2005-10-06,3026,5443,2839590,176,3275500,852.32
2005-10-07,1687,6648,2830544,127,3263000,851.65
2005-10-08,1603,2692,2828386,122,3250500,851.49
2005-10-09,2980,816,2832567,97,3238000,851.80
